,WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
3459,0,0,1,1,0,0,0,1,0,1,1,16,0,402,6,78,0,0,2
3461,0,0,0,1,0,0,0,0,0,1,0,11,0,394,2,79,0,0,3
3462,1,1,1,0,0,0,0,1,0,1,0,6,10,396,17,72,1,30,2
3464,0,0,0,1,0,0,0,0,0,1,3,9,0,435,2,73,1,13,3
3466,0,0,0,0,0,0,1,0,0,1,4,8,0,421,6,73,1,39,3
3467,1,0,0,1,1,1,1,1,0,1,5,10,3,397,27,73,0,0,2
3468,0,0,0,0,0,0,0,0,0,1,2,13,0,358,3,81,0,0,3
3472,1,0,0,1,1,0,1,0,0,1,2,7,0,350,3,76,0,0,3
3474,0,0,0,0,1,0,0,0,0,1,2,7,1,334,26,73,0,0,2
3478,1,0,0,0,0,0,1,0,0,1,2,13,1,413,32,73,0,0,1
3479,1,0,0,1,1,0,0,0,0,1,0,8,0,389,2,80,0,0,3
3482,0,0,0,0,0,0,0,0,0,1,4,8,0,369,4,72,0,0,3
3485,0,0,0,1,0,1,1,0,1,1,4,11,1,325,30,75,1,1,3
3486,0,0,0,0,0,0,0,0,0,1,7,8,2,365,15,81,1,6,3
3490,0,0,0,0,0,0,1,0,1,1,3,9,1,374,12,79,1,4,3
3501,1,1,0,1,1,0,0,0,0,1,1,6,0,450,4,71,0,0,2
3502,1,0,0,0,0,0,0,0,0,1,0,12,0,459,3,76,0,0,3
3508,1,0,0,1,1,1,1,1,0,1,4,10,0,412,26,75,0,0,2
3510,1,0,0,1,0,0,0,0,0,1,3,9,0,438,1,81,1,11,3
3511,1,0,0,0,1,0,0,0,0,1,3,8,0,370,5,74,1,11,3
3514,1,0,1,1,0,1,1,1,0,1,5,10,5,363,56,79,0,0,1
3515,1,1,0,1,1,0,1,0,0,1,0,12,0,377,5,73,0,0,2
3520,1,0,0,1,0,0,0,0,0,1,1,8,0,416,1,72,0,0,3
3522,0,0,0,1,0,0,0,1,0,0,0,16,0,403,4,80,1,36,2
3524,0,0,0,1,0,1,1,0,0,0,0,12,2,325,24,76,0,0,1
3527,0,0,0,1,0,0,0,0,0,1,6,8,0,369,2,79,0,0,3
3532,1,0,0,1,1,0,0,1,0,1,0,11,0,462,1,80,0,0,3
3533,1,0,0,1,0,1,1,0,0,1,1,9,1,356,24,70,1,15,3
3544,0,0,0,0,1,0,1,0,1,1,0,7,1,427,12,75,1,69,2
3545,0,0,0,1,0,0,0,0,0,1,0,14,2,386,2,72,1,10,3
3550,0,0,0,1,0,0,0,0,0,1,4,8,0,383,1,70,1,10,3
3555,0,0,0,1,0,0,1,0,0,1,3,11,1,473,7,73,1,39,2
3568,1,0,0,0,1,0,1,0,0,1,0,8,1,348,8,78,0,0,3
3574,1,0,0,0,1,0,0,0,0,1,-9,11,0,420,1,76,1,18,3
3575,1,0,1,1,1,1,1,0,1,1,3,7,0,413,58,70,1,12,2
3584,1,1,1,1,0,1,0,1,0,1,1,7,1,342,16,81,1,7,2
3585,1,0,0,0,1,0,0,0,0,1,24,13,1,450,29,70,0,0,3
3595,1,0,0,1,1,0,0,0,1,1,3,11,3,428,22,73,0,0,3
3599,0,1,0,0,0,0,1,0,0,1,1,6,1,451,7,76,0,0,3
3600,0,0,0,1,1,0,0,0,0,1,0,4,0,473,29,76,1,54,2
3604,0,1,0,1,0,0,0,0,0,1,2,11,0,416,5,74,0,0,1
3605,1,0,0,1,0,0,0,0,0,0,0,4,0,399,2,80,0,0,3
3606,0,0,0,1,0,0,0,0,0,1,6,4,3,408,32,75,1,34,2
3607,0,0,0,1,0,0,0,0,0,1,0,12,1,321,21,70,0,0,3
3610,0,0,0,1,0,1,0,1,0,1,0,13,0,369,24,76,0,0,1
3612,1,1,0,1,0,1,1,0,1,1,1,14,1,326,45,77,0,0,2
3614,0,0,0,1,0,1,0,1,0,1,4,12,5,362,19,80,0,0,2
3623,1,0,0,1,1,1,1,0,1,1,1,8,2,420,80,70,1,59,3
3627,1,0,0,0,0,0,1,0,0,1,0,12,1,448,6,76,0,0,3
3629,1,0,0,0,0,1,1,1,0,1,-9,8,0,458,24,77,1,7,3
3631,1,0,0,0,0,0,1,0,0,1,0,6,3,413,10,81,0,0,1
3635,0,0,0,1,0,1,1,0,1,1,3,10,0,434,21,73,0,0,2
3641,1,0,0,1,0,0,0,0,0,1,2,12,0,369,8,74,0,0,3
3645,1,0,1,1,0,0,0,1,0,1,2,7,0,407,10,78,0,0,1
3649,0,1,1,0,0,0,0,1,0,1,-9,8,0,350,23,70,0,0,3
3651,1,0,1,0,1,1,0,1,0,1,12,5,1,439,36,81,1,10,1
3654,0,0,0,1,0,0,1,0,0,1,1,8,0,334,4,75,0,0,3
3655,1,0,0,1,1,1,1,1,0,1,1,7,2,403,48,71,0,0,3
3656,1,0,0,1,0,0,1,0,0,1,2,5,0,422,2,75,0,0,3
3657,0,0,0,1,0,0,0,0,0,1,0,13,0,397,0,77,0,0,3
3660,1,0,0,0,0,0,1,0,0,1,1,9,0,350,2,76,0,0,3
3667,0,0,0,0,0,0,0,1,0,1,2,11,1,327,16,76,1,23,3
3673,1,0,0,1,1,0,1,0,0,1,9,7,0,468,41,81,0,0,3
3674,0,0,0,1,0,1,1,1,0,1,3,8,0,332,17,81,1,34,1
3676,0,0,0,0,0,1,0,1,0,1,5,12,3,449,85,75,1,26,3
3677,1,0,0,0,0,0,1,0,0,1,1,10,1,407,5,73,0,0,2
3679,1,0,0,1,0,0,1,0,0,1,0,12,0,375,6,78,0,0,3
3687,0,0,0,0,0,0,1,0,0,1,-9,8,3,354,24,80,1,44,3
3688,0,0,0,0,1,0,0,0,0,1,3,8,18,364,142,81,1,29,3
3691,1,0,0,1,0,0,1,0,0,1,2,1,1,439,23,80,1,2,3
3694,0,0,0,1,1,0,0,0,0,1,0,13,0,475,3,71,0,0,3
3695,0,0,0,1,0,0,1,0,0,1,0,12,0,376,3,80,1,51,3
3696,0,0,0,1,1,1,0,1,0,1,-9,12,3,337,82,80,0,0,3
3706,1,0,0,1,0,0,0,0,0,1,0,12,0,402,6,73,0,0,2
3723,0,0,0,0,1,1,0,0,0,1,7,7,12,360,90,77,1,6,3
3725,1,0,1,1,0,1,0,0,0,1,1,11,3,370,11,77,0,0,2
3726,0,0,0,0,0,0,0,0,0,1,0,10,0,419,4,81,0,0,3
3727,0,0,1,1,0,1,0,1,0,1,3,7,2,435,39,79,0,0,2
3733,0,0,1,1,0,0,0,0,0,1,0,11,1,374,7,79,0,0,2
3736,0,1,0,1,1,0,1,0,0,1,0,11,0,330,6,71,1,10,1
3737,0,0,0,1,1,1,0,1,0,1,1,14,4,361,72,72,1,56,3
3739,0,0,0,1,0,1,0,0,1,1,1,9,0,342,87,81,1,13,2
3740,1,0,1,1,0,0,1,0,0,1,1,9,0,332,11,73,0,0,1
3742,1,0,0,0,0,0,1,0,0,1,6,11,1,409,8,81,0,0,3
3743,0,0,0,1,0,0,0,0,0,1,1,10,0,395,2,76,0,0,3
3747,1,0,0,1,1,1,0,0,0,1,6,12,7,397,183,70,0,0,3
3748,0,0,0,1,1,1,1,0,0,1,0,14,0,372,23,73,0,0,1
3749,1,1,1,0,0,0,1,0,0,1,10,6,1,441,12,70,0,0,3
3754,1,0,1,0,1,0,1,0,0,1,1,10,0,443,5,80,0,0,2
3759,1,0,0,1,1,1,1,1,0,1,1,8,0,372,34,77,1,12,2
3760,1,1,0,1,1,0,1,0,0,1,6,9,0,444,4,74,0,0,1
3763,0,0,0,1,0,1,0,1,0,1,2,12,2,328,33,78,0,0,2
3766,0,0,0,1,1,0,0,0,0,1,0,6,0,348,2,81,0,0,3
3767,1,1,0,1,0,0,1,0,0,1,0,12,0,424,3,71,1,70,1
3768,0,0,0,0,0,0,0,0,0,1,0,14,0,337,8,72,0,0,3
3774,1,0,0,1,1,0,1,0,0,1,0,7,2,343,20,76,1,4,3
3776,1,0,0,1,1,1,0,0,1,1,1,12,1,402,48,76,0,0,3
3779,0,1,0,1,1,0,0,0,0,1,2,9,0,391,6,76,0,0,2
3784,1,0,0,1,0,0,1,0,0,1,2,8,0,378,2,81,1,31,3
3786,1,0,0,1,0,0,1,0,0,1,0,14,0,320,24,80,0,0,2
3789,1,0,0,1,0,0,1,0,0,1,5,9,0,455,3,75,1,16,3
3800,0,1,0,1,1,1,1,1,0,1,0,11,0,371,20,71,1,10,1
3801,1,1,1,1,1,1,1,1,0,1,0,7,0,326,19,74,0,0,2
3802,1,0,0,0,0,0,0,0,0,1,4,12,0,348,4,80,0,0,3
3804,1,0,1,1,1,0,1,0,0,1,1,6,3,394,42,73,0,0,2
3805,0,0,1,0,0,0,1,0,1,1,0,9,0,427,17,78,1,20,1
3807,0,0,0,1,1,0,1,0,0,1,1,12,2,368,12,76,1,7,2
3808,1,0,0,1,0,1,1,1,0,1,0,12,1,344,11,76,0,0,1
3809,0,0,1,1,1,1,1,0,0,1,0,11,0,373,18,77,0,0,2
3810,1,0,1,0,0,1,0,0,0,1,11,10,2,371,28,74,0,0,2
3812,0,0,0,1,0,0,0,0,0,1,1,11,0,388,4,79,0,0,3
3818,1,1,1,1,0,0,0,0,0,1,0,12,0,370,9,75,0,0,2
3822,1,0,0,0,1,0,1,0,0,1,3,7,0,333,6,78,1,9,2
3824,1,0,1,0,0,0,1,0,0,1,3,10,2,407,6,80,0,0,2
3832,0,0,0,0,0,1,1,1,0,1,1,12,1,454,52,71,1,38,2
3835,1,0,0,1,0,1,0,1,0,1,-9,12,0,386,30,80,0,0,3
3836,1,0,1,1,1,0,0,0,0,1,7,12,2,362,20,71,0,0,1
3837,0,0,0,1,1,0,1,0,0,1,0,12,1,475,12,74,0,0,3
3843,0,1,0,1,0,0,1,1,0,1,2,11,0,340,9,72,0,0,2
3844,1,0,0,1,1,0,1,0,0,1,0,9,0,379,2,72,0,0,3
3850,0,0,1,1,1,0,1,0,0,1,0,10,0,375,9,80,0,0,2
3851,0,0,0,0,0,0,0,0,0,1,0,12,0,389,10,76,0,0,3
3852,0,0,0,0,1,1,0,1,0,1,0,13,3,343,35,73,1,8,2
3853,1,0,0,1,0,0,0,0,0,1,7,10,0,372,4,81,1,6,3
3861,1,0,0,0,1,0,0,0,0,1,0,12,0,368,6,72,0,0,2
3872,0,1,0,1,0,0,1,0,0,1,3,8,0,384,8,70,0,0,2
3875,1,0,0,1,0,1,1,1,0,1,0,12,1,328,66,73,1,16,2
3876,0,0,0,1,0,1,1,1,0,1,1,10,0,328,34,73,0,0,1
3877,0,0,0,1,0,0,0,0,0,0,2,8,0,347,1,79,1,8,3
3879,1,0,0,1,0,1,0,1,0,1,0,10,1,355,52,71,1,24,2
3882,0,0,0,1,1,0,0,0,0,1,0,11,0,346,0,70,0,0,3
3883,0,0,0,1,0,0,1,0,0,1,1,12,1,319,23,70,0,0,1
3884,0,0,0,1,1,1,1,1,0,1,8,12,3,383,55,71,0,0,3
3885,0,0,0,1,0,1,1,1,0,1,1,12,0,374,19,73,0,0,2
3887,1,0,0,1,1,1,1,1,0,1,5,8,2,429,53,70,0,0,3
3890,1,1,0,1,0,0,1,0,0,1,14,5,0,457,10,72,1,6,1
3900,0,0,0,1,1,1,1,0,1,1,1,6,1,403,54,74,1,21,2
3901,0,0,0,1,0,0,1,0,0,1,1,11,0,338,5,80,0,0,3
3902,1,0,0,1,0,0,0,0,0,1,1,12,0,407,2,80,0,0,3
3916,1,0,0,1,0,0,1,0,0,1,0,10,0,335,2,81,0,0,3
3921,0,0,0,1,0,1,1,0,0,1,2,12,2,324,58,73,1,9,2
3923,1,0,0,1,0,0,0,0,0,1,2,12,0,356,2,71,0,0,3
3929,1,0,0,1,0,0,0,0,0,1,0,11,0,331,2,73,1,58,3
3933,1,0,0,1,1,0,0,0,0,0,0,12,0,449,8,72,0,0,1
3936,1,1,0,1,1,0,0,0,0,1,1,12,0,472,8,70,0,0,2
3937,1,0,1,1,1,1,0,1,0,1,4,8,0,429,22,70,0,0,2
3939,1,0,0,1,1,1,1,0,1,1,0,8,1,365,60,76,0,0,3
3942,1,0,0,0,0,0,0,0,0,1,3,9,1,398,12,73,0,0,2
3943,1,0,0,1,1,1,1,0,1,1,8,10,1,454,85,73,0,0,2
3945,0,0,0,1,1,0,0,0,0,1,0,10,0,420,2,74,0,0,3
3947,1,0,0,1,1,0,0,0,0,1,7,9,0,375,2,73,1,9,3
3948,1,0,0,0,1,0,1,0,0,1,12,10,1,424,6,79,1,3,2
3950,1,1,0,1,0,0,1,0,0,1,-9,7,1,408,33,80,0,0,3
3953,0,0,0,1,1,1,1,0,1,1,0,12,2,381,74,75,0,0,3
3956,1,1,1,0,0,1,0,0,0,1,13,9,3,416,36,70,1,7,1
3958,1,0,0,1,1,1,1,0,1,1,4,10,9,339,50,70,1,6,2
3961,1,0,1,0,0,0,0,0,0,1,6,8,4,362,14,73,0,0,1
3965,1,0,0,1,1,0,0,0,0,1,0,13,1,357,2,80,0,0,3
3976,1,0,0,1,0,0,0,0,0,1,3,12,0,443,3,81,1,61,3
3980,1,0,0,1,1,0,1,1,0,1,6,10,1,416,11,74,0,0,3
3982,1,0,0,1,1,1,1,0,1,1,2,6,0,359,20,76,1,51,3
3991,1,0,0,1,1,0,1,1,0,1,1,12,2,326,36,72,0,0,3
3993,1,1,0,0,0,0,1,0,1,1,-9,8,2,344,34,72,1,4,3
3998,0,0,0,1,1,0,0,0,0,1,1,11,5,383,179,72,0,0,3
3999,0,0,1,0,1,1,1,1,0,1,-9,8,1,357,29,70,1,18,3
4002,0,0,0,0,1,0,0,0,0,1,3,12,2,340,25,73,1,3,1
4003,0,0,0,1,0,1,1,0,0,1,1,12,1,338,51,75,1,9,2
4007,0,0,0,1,0,0,1,0,0,1,2,7,0,518,18,74,1,55,3
4010,0,0,0,1,0,0,1,0,0,1,1,11,0,423,7,70,0,0,3
4011,0,0,0,1,0,0,1,0,0,1,1,8,1,373,24,72,0,0,3
4012,0,0,0,0,1,0,1,0,0,1,5,10,7,364,61,70,0,0,3
4016,1,0,1,1,1,1,1,1,0,1,3,5,0,395,21,73,0,0,2
4018,0,0,0,1,0,0,1,0,0,1,0,11,0,342,2,80,0,0,3
4020,1,0,0,1,1,1,1,1,0,1,0,8,0,318,28,75,0,0,1
4024,0,0,0,1,0,1,1,0,0,1,1,12,0,342,29,81,1,32,2
4025,0,0,0,1,0,1,1,1,0,1,2,10,2,341,66,76,0,0,1
4027,0,0,0,1,1,0,1,0,0,1,1,8,7,344,86,71,0,0,3
4034,1,0,0,1,0,0,0,0,0,1,0,6,0,393,2,71,0,0,3
4037,1,1,0,1,1,0,1,0,0,1,3,9,0,354,8,74,0,0,2
4038,1,0,0,1,0,1,1,0,1,1,0,12,0,459,8,78,0,0,3
4039,0,0,0,1,0,0,0,1,0,0,2,10,0,325,2,79,1,30,3
4044,0,0,0,1,0,1,0,0,1,1,8,5,0,450,85,70,1,7,2
4046,0,0,0,1,1,1,0,0,1,1,0,8,3,322,22,72,0,0,1
4049,1,0,0,0,0,0,0,0,0,1,7,12,1,447,9,78,1,13,3
4051,0,0,0,1,0,0,0,0,0,1,2,6,0,406,0,81,0,0,3
4057,1,0,0,0,1,0,1,0,0,1,0,10,1,465,56,74,0,0,3
4058,1,0,0,1,1,0,0,0,0,1,-9,12,0,336,0,81,1,30,3
4062,1,0,0,0,0,0,0,0,0,1,0,8,0,446,4,73,0,0,3
4063,1,1,1,1,0,0,1,0,0,1,1,12,1,446,12,80,1,3,2
4064,0,0,0,1,1,1,0,1,0,1,4,11,3,363,51,70,1,61,3
4065,1,0,0,1,0,0,1,0,0,1,0,12,0,452,4,70,0,0,2
4072,1,0,0,1,1,1,1,0,1,1,0,10,0,329,23,81,0,0,2
4073,0,0,0,0,0,1,1,1,0,1,8,11,1,424,43,71,1,41,1
4078,0,0,0,1,1,1,0,1,0,1,1,12,2,444,34,76,1,49,3
4083,0,0,0,1,1,1,1,1,0,1,0,12,0,367,28,71,0,0,1
4086,0,0,0,1,0,0,0,0,0,1,0,11,0,391,2,75,0,0,3
4087,0,0,0,0,0,0,0,0,0,1,1,12,0,509,3,80,1,60,3
4088,0,1,1,0,0,0,0,0,0,1,5,12,2,390,10,80,1,46,2
4090,0,0,0,1,1,1,0,1,0,1,2,10,0,352,25,73,0,0,3
4094,1,0,0,0,1,1,1,1,0,1,11,11,1,481,42,76,0,0,1
4099,1,0,0,1,0,1,0,1,0,1,6,9,2,396,213,71,1,12,3
4100,0,0,0,1,0,0,1,0,0,1,1,12,1,356,4,79,0,0,3
4106,0,0,0,1,1,1,1,0,1,1,0,8,0,361,9,73,0,0,2
4110,0,0,0,1,0,0,0,0,0,1,0,12,0,336,3,78,0,0,3
4112,0,0,0,1,1,1,0,0,1,1,0,12,0,342,24,74,0,0,1
4120,0,0,0,0,0,0,1,0,0,1,0,11,1,477,8,77,0,0,2
4125,1,0,0,1,1,1,0,0,0,0,0,12,1,338,10,76,0,0,1
4126,1,0,0,1,0,0,0,0,0,1,-9,10,4,369,13,73,1,3,3
4130,1,1,0,1,0,0,0,0,0,1,0,12,0,351,3,72,0,0,2
4133,1,0,0,1,0,0,0,0,1,1,3,6,0,387,4,70,1,66,1
4134,1,1,0,1,1,0,0,0,0,1,0,8,0,405,4,77,0,0,2
4140,1,0,0,1,1,0,1,0,0,1,3,7,0,422,17,72,0,0,3
4142,0,0,0,0,0,0,0,0,0,1,2,9,0,347,3,76,1,33,3
4145,0,0,0,0,1,0,1,0,0,1,3,8,0,418,74,71,0,0,3
4149,0,0,0,1,0,1,0,1,0,1,0,12,2,360,16,78,0,0,1
4151,0,0,0,1,0,0,1,0,0,1,0,10,0,412,3,74,0,0,3
4152,1,0,0,1,0,1,0,0,0,1,5,11,1,353,31,71,1,9,3
4155,0,0,0,0,1,0,0,0,0,1,7,12,2,401,7,70,0,0,3
4156,1,0,1,0,0,0,0,0,0,1,1,9,0,363,9,81,0,0,2
4159,1,0,0,1,0,0,1,0,0,1,0,8,1,449,1,79,0,0,3
4161,0,0,0,1,0,1,1,1,0,1,3,16,1,403,49,71,1,4,3
4165,0,0,0,0,0,0,1,0,0,1,0,12,0,471,3,80,0,0,3
4168,0,0,0,1,0,0,0,0,0,1,6,11,0,430,1,81,0,0,3
4170,1,0,1,1,0,1,1,1,0,0,-9,12,0,339,65,73,1,32,3
4171,1,0,0,1,1,1,0,1,0,1,5,8,9,332,39,80,0,0,2
4172,1,1,0,1,0,0,0,0,0,1,0,8,0,368,4,74,1,29,2
4176,0,0,1,1,0,1,1,1,0,1,1,9,0,324,29,79,0,0,1
4177,0,0,0,0,0,0,0,0,0,1,4,12,1,354,17,71,1,12,3
4190,0,0,1,0,0,0,1,0,0,1,2,10,0,324,33,78,0,0,2
4191,1,0,0,1,1,0,0,0,0,1,3,7,1,432,3,76,0,0,3
4192,1,0,0,1,1,1,0,1,0,1,2,10,3,400,100,76,0,0,3
4193,0,0,0,1,1,0,1,0,0,1,1,10,0,365,28,70,0,0,1
4195,1,1,1,1,1,1,1,1,0,1,6,3,2,337,45,70,1,5,2
4197,0,0,0,1,0,1,1,0,0,1,0,12,0,345,35,74,1,11,3
4202,1,0,0,0,0,0,0,0,0,1,22,10,1,431,4,76,1,1,3
4203,1,0,0,1,0,1,1,1,0,1,2,12,5,363,58,70,1,24,3
4206,0,0,0,1,0,0,0,0,0,1,1,9,0,490,0,81,1,67,3
4208,1,0,1,0,1,0,1,0,0,1,5,7,1,469,7,77,1,3,2
4210,1,0,0,1,1,0,0,0,0,1,1,7,0,385,6,71,0,0,2
4212,1,0,0,1,0,1,0,1,0,1,4,4,9,531,219,78,0,0,1
4213,1,0,0,1,1,0,1,0,0,1,1,7,0,415,98,75,0,0,3
4214,0,0,0,1,0,0,0,0,0,1,1,12,0,349,1,75,1,74,3
4216,0,0,0,0,0,1,1,1,0,1,4,10,0,401,88,79,1,73,2
4217,0,0,0,0,0,0,0,0,0,1,0,7,0,348,3,81,0,0,2
4219,1,1,0,1,1,0,1,0,0,1,0,12,0,477,5,71,1,36,2
4225,0,0,0,1,1,0,0,0,0,1,1,9,0,377,4,74,1,6,2
4227,0,0,0,1,0,1,1,0,1,1,1,7,0,370,50,72,1,58,2
4228,0,0,0,1,0,0,0,0,0,1,0,12,0,376,1,76,0,0,3
4230,0,0,0,0,1,0,1,0,0,1,1,9,0,398,10,74,1,8,1
4231,0,0,0,1,1,1,1,1,0,1,2,11,1,361,49,74,0,0,3
4237,0,0,0,1,0,1,1,0,0,1,0,12,1,324,23,70,0,0,3
4240,1,0,0,1,1,0,0,0,0,1,3,10,0,367,2,71,0,0,3
4241,1,0,0,0,0,0,1,0,0,1,0,8,0,421,6,81,0,0,2
4243,0,0,0,1,1,0,1,0,0,1,1,12,0,329,47,72,0,0,2
4246,0,0,0,1,0,0,0,0,0,1,2,12,0,398,1,73,0,0,3
4247,0,0,0,1,1,0,1,0,0,1,0,12,0,370,2,80,0,0,3
4248,1,0,0,1,1,0,1,0,0,1,0,12,0,372,3,78,0,0,3
4250,1,1,1,1,0,0,0,0,0,1,0,11,0,453,4,79,0,0,2
4251,0,0,0,0,1,0,1,0,0,1,0,12,0,347,6,79,0,0,1
4253,1,1,0,1,1,0,1,0,0,1,0,12,0,375,4,75,0,0,2
4257,0,0,1,1,0,1,1,1,0,1,2,10,5,353,70,72,1,10,1
4259,0,0,0,0,0,0,0,0,0,0,-9,8,0,409,3,77,0,0,3
4260,0,0,0,1,1,0,1,0,0,1,0,10,0,397,22,73,0,0,2
4261,1,1,0,0,0,0,0,0,0,1,3,9,1,359,6,76,0,0,1
4264,1,0,0,0,1,0,0,0,0,1,-9,12,5,341,44,76,1,22,3
4265,0,0,0,0,1,1,0,1,0,1,2,9,0,329,14,74,0,0,3
4267,0,0,0,1,0,0,0,0,0,1,2,12,0,350,2,71,1,15,3
4268,0,0,1,1,0,0,1,0,0,1,0,10,0,364,5,80,1,29,2
4269,1,0,0,0,0,0,1,0,0,1,10,12,2,475,19,76,0,0,1
4271,1,0,0,1,1,0,1,0,0,1,4,6,0,450,2,81,1,78,3
4275,0,0,0,1,1,0,1,1,0,1,0,13,0,361,2,76,1,22,3
4276,0,0,0,1,0,1,0,1,0,0,1,11,0,363,14,74,0,0,1
4278,1,0,0,0,0,0,0,0,0,1,0,9,2,331,13,80,1,17,3
4280,1,0,0,1,0,1,0,1,0,1,0,7,0,423,21,71,0,0,2
4283,1,0,0,1,1,1,1,0,0,1,0,9,1,330,26,74,0,0,2
4284,1,0,0,1,1,1,0,1,0,1,1,9,2,319,30,71,0,0,3
4285,0,0,0,1,1,0,1,0,0,1,0,12,0,334,8,77,0,0,1
4286,0,0,0,0,0,0,1,0,0,1,0,7,2,334,13,76,0,0,2
4287,0,0,1,1,1,0,1,0,0,1,1,3,0,354,10,79,0,0,2
4290,0,0,0,1,1,0,1,0,0,1,0,2,1,465,156,70,0,0,3
4295,0,0,1,1,0,1,1,1,0,1,3,10,0,340,67,70,1,41,2
4297,1,0,0,0,1,0,0,0,0,1,1,12,0,461,10,76,0,0,3
4298,1,0,0,1,1,1,1,1,0,1,3,10,0,400,23,78,0,0,1
4299,1,0,0,0,0,0,0,0,0,1,7,10,0,436,3,73,0,0,3
4309,1,0,0,1,0,0,0,0,0,1,0,7,2,333,8,74,0,0,3
4315,0,0,0,1,1,1,0,0,1,1,1,4,2,440,54,72,0,0,3
4316,0,0,0,1,1,1,1,0,0,1,2,12,0,337,20,70,1,32,2
4322,1,0,1,1,0,1,0,1,0,1,-9,8,7,348,46,72,1,4,3
4327,0,0,0,1,0,1,1,1,0,1,1,10,1,341,36,75,0,0,1
4328,0,0,0,1,0,0,0,0,0,1,1,9,0,394,2,80,0,0,3
4333,0,0,0,1,1,1,0,1,0,1,0,11,1,353,25,72,0,0,2
4334,1,0,0,0,0,0,0,0,0,1,3,10,0,394,3,76,1,34,3
4336,0,0,0,0,0,0,1,0,0,1,4,7,0,383,6,79,0,0,3
4338,0,0,0,1,1,0,1,0,0,1,0,8,5,383,148,74,0,0,3
4344,1,0,0,0,1,0,0,0,0,1,3,12,20,328,60,76,0,0,3
4345,0,0,0,0,0,0,1,0,0,1,5,7,0,518,17,77,1,57,3
4347,0,0,0,0,0,0,1,0,0,1,3,9,1,395,18,78,1,2,3
4349,1,0,0,0,1,0,1,0,0,1,1,14,0,338,8,80,0,0,1
4357,0,0,0,1,1,1,1,1,0,1,1,6,0,432,15,81,0,0,2
4360,0,0,1,1,1,1,0,0,1,1,1,13,0,335,26,74,0,0,2
4363,0,1,1,1,0,0,0,0,0,0,0,8,0,391,6,79,1,37,2
4370,1,1,0,1,0,0,1,0,0,1,-9,8,0,346,9,80,0,0,3
4375,0,0,0,0,1,1,0,1,0,1,2,8,1,343,56,75,0,0,3
4381,1,0,0,0,0,0,1,0,0,1,0,12,0,474,7,79,0,0,3
4389,1,0,0,0,0,0,1,0,0,1,1,11,2,365,8,73,0,0,2
4393,0,0,0,0,0,0,0,0,1,1,0,9,0,351,7,80,1,23,2
4394,0,0,0,1,0,1,1,1,0,1,0,12,0,326,32,71,0,0,2
4395,1,0,0,0,1,1,1,0,0,1,0,11,3,354,35,72,0,0,1
4400,1,0,0,0,0,0,0,0,0,1,0,7,0,332,7,73,0,0,3
4404,1,0,0,1,1,0,1,0,0,1,1,10,0,365,8,70,1,43,2
4407,0,0,0,0,0,0,0,0,0,1,-9,11,0,366,30,76,1,5,3
4408,1,0,1,1,0,0,1,1,0,0,0,13,0,381,12,73,0,0,1
4410,1,0,0,1,0,0,1,0,0,1,0,10,0,404,24,78,0,0,2
4411,1,0,0,1,1,1,1,1,0,1,0,13,0,430,27,75,0,0,2
4413,1,0,1,1,0,0,1,0,0,1,1,10,2,382,16,71,1,50,1
4415,0,0,0,1,1,1,1,1,0,1,5,10,4,376,85,79,0,0,3
4418,1,0,0,1,1,0,1,0,0,1,0,12,1,462,12,74,0,0,3
4420,1,0,1,0,0,0,1,0,0,1,0,12,0,335,10,76,0,0,2
4421,1,0,0,1,1,0,1,0,0,1,0,9,1,416,2,72,1,11,3
4429,0,0,0,0,1,1,0,0,1,1,6,4,2,499,166,79,1,13,3
4435,0,0,1,1,0,0,1,0,0,1,3,12,0,332,21,73,0,0,1
4439,0,0,1,0,0,1,1,1,0,1,15,10,3,319,40,79,0,0,1
4440,1,1,0,1,1,0,1,0,0,1,2,10,1,471,30,72,1,9,2
4443,0,1,0,1,0,0,1,0,0,1,0,10,0,430,4,74,0,0,1
4445,0,0,0,1,1,1,1,0,1,0,1,6,0,435,60,75,0,0,3
4446,0,0,0,0,1,0,1,0,0,1,1,8,8,383,23,76,1,16,2
4453,1,0,0,1,1,0,1,0,0,1,0,9,0,379,3,73,0,0,3
4454,0,0,0,1,1,0,1,0,0,1,2,11,1,356,44,74,1,24,3
4462,0,0,0,0,1,0,0,0,0,1,1,8,0,498,61,77,0,0,3
4463,1,0,0,1,0,0,1,0,0,1,0,12,0,324,31,78,0,0,2
4469,1,0,0,1,1,0,0,0,0,1,0,12,0,340,7,77,0,0,1
4471,0,0,0,1,0,0,0,0,0,1,2,7,0,341,1,80,0,0,3
4473,0,0,0,1,1,0,0,0,0,1,4,12,0,383,2,80,0,0,3
4478,0,0,0,1,0,0,1,0,0,0,-9,10,4,398,19,73,0,0,3
4479,1,0,0,1,1,1,1,0,1,1,5,12,3,496,75,71,0,0,3
4483,1,0,1,1,0,1,0,1,0,1,0,8,2,448,47,73,1,37,2
4484,1,0,0,0,0,0,1,0,0,1,-9,9,2,386,18,76,1,37,3
4485,1,0,0,1,1,1,0,1,0,1,5,9,1,403,72,73,0,0,1
