,WHITE,ALCHY,JUNKY,SUPER,MARRIED,FELON,WORKREL,PROPTY,PERSON,MALE,PRIORS,SCHOOL,RULE,AGE,TSERVD,FOLLOW,RECID,TIME,FILE
2216,1,0,1,1,0,0,1,0,0,1,2,10,1,559,11,76,0,0,2
2219,1,0,0,1,1,1,1,0,1,1,0,3,1,540,58,81,0,0,3
2220,0,1,0,0,0,0,1,0,0,1,0,12,0,575,6,71,0,0,2
2222,0,1,0,0,0,0,0,0,0,1,4,10,0,599,7,72,1,5,1
2223,1,0,0,0,1,0,1,0,0,1,8,12,0,704,274,74,0,0,3
2235,1,0,1,1,0,0,1,0,0,1,0,6,0,638,6,80,1,59,1
2239,0,0,0,1,0,1,1,0,0,1,0,12,0,553,20,70,0,0,2
2243,1,1,0,1,0,0,0,0,0,1,0,13,0,657,3,73,1,62,2
2247,1,0,1,1,0,0,1,0,0,1,9,6,3,528,21,71,0,0,2
2253,1,0,0,0,0,0,1,0,0,1,0,7,0,515,2,76,0,0,3
2260,1,0,1,0,1,1,0,1,0,1,4,8,2,531,129,77,0,0,2
2263,1,0,0,1,1,0,1,0,0,1,0,12,0,551,6,74,0,0,3
2269,1,0,1,1,1,0,1,0,0,1,8,10,2,527,38,74,0,0,1
2270,1,0,0,1,1,1,1,0,0,1,90,9,2,623,72,71,1,7,3
2276,0,0,0,1,0,0,1,0,0,1,2,5,0,634,2,80,0,0,3
2306,0,0,0,1,1,0,0,1,0,1,1,4,0,514,1,81,1,36,3
2310,1,0,0,1,0,0,0,0,0,1,9,8,0,642,0,81,0,0,3
2332,0,1,0,0,0,0,0,0,0,1,13,2,0,575,6,71,1,10,2
2333,0,0,0,1,1,0,0,0,0,1,3,0,0,527,1,72,1,64,3
2350,1,0,0,0,1,0,1,0,0,1,1,5,0,583,3,76,1,24,3
2356,0,1,0,0,0,0,0,0,0,1,0,6,0,593,5,77,1,53,2
2370,1,0,0,0,0,1,1,1,0,1,18,10,4,520,61,76,1,8,2
2371,0,1,1,1,1,0,1,0,0,1,1,6,1,572,5,81,1,23,1
2382,0,1,0,1,0,0,0,0,0,1,5,0,0,705,37,76,1,8,3
2393,0,0,0,1,1,0,0,0,0,1,0,8,0,652,2,74,0,0,3
2396,0,0,0,1,0,0,0,0,0,1,2,13,0,668,2,81,1,15,3
2399,0,0,0,0,0,0,1,0,0,1,0,11,0,542,10,80,0,0,3
2402,0,0,1,1,0,0,1,0,0,1,0,8,1,510,43,80,1,16,2
2410,1,0,0,1,1,0,1,0,0,1,0,16,0,520,8,72,0,0,1
2418,1,1,0,1,0,0,0,0,0,1,3,0,1,659,9,75,1,3,3
2420,0,0,0,1,0,0,0,0,0,1,0,5,0,588,2,70,0,0,3
2424,1,0,0,0,0,0,1,0,0,1,3,12,0,524,4,71,0,0,3
2432,1,0,1,0,0,0,0,0,0,1,6,12,0,508,6,78,0,0,2
2443,0,0,0,1,1,1,1,0,1,1,0,7,0,694,61,74,0,0,3
2451,1,0,0,0,0,0,0,0,0,1,16,4,0,543,6,80,0,0,3
2460,1,0,0,1,0,0,0,0,0,1,-9,8,0,470,3,79,0,0,3
2462,1,0,0,1,0,0,1,0,0,1,-9,11,1,505,33,75,1,1,3
2463,0,0,1,1,0,1,0,0,1,0,0,8,0,647,43,73,0,0,1
2467,0,0,0,0,1,0,1,0,0,1,4,2,0,586,6,73,0,0,3
2472,0,0,0,1,1,0,0,0,0,1,4,11,0,708,2,73,1,4,3
2474,1,0,1,0,1,1,0,0,0,1,-9,9,3,500,31,76,0,0,3
2486,1,1,0,0,1,0,0,0,0,1,-9,9,0,487,2,75,1,36,3
2488,1,0,0,1,1,0,0,0,0,1,2,10,0,698,3,70,0,0,3
2497,1,0,0,1,1,1,1,1,0,1,7,8,0,518,36,81,0,0,2
2498,1,1,0,1,1,0,0,0,0,1,0,13,0,642,3,77,1,44,2
2509,0,0,0,1,0,0,0,0,0,1,5,5,0,674,1,72,0,0,3
2511,0,0,0,1,1,0,1,0,0,1,6,9,0,537,5,81,1,40,1
2517,1,0,1,0,1,0,0,0,0,1,0,7,0,532,12,71,0,0,1
2530,1,0,0,1,0,0,0,0,0,1,7,12,0,624,6,80,0,0,1
2552,0,0,0,0,0,0,0,0,0,1,0,11,0,489,13,70,1,20,3
2561,1,0,1,1,1,0,1,0,0,1,0,8,0,508,3,81,0,0,2
2579,1,0,0,0,0,1,0,1,0,1,0,8,3,698,40,76,1,31,3
2584,1,1,1,0,0,0,0,0,0,1,6,6,3,571,37,73,0,0,2
2593,0,0,0,1,1,1,1,0,1,1,1,9,2,591,87,75,0,0,3
2594,0,0,0,1,1,0,1,0,0,1,1,8,0,701,177,71,0,0,3
2601,1,1,0,1,1,0,0,0,0,1,16,10,0,516,7,76,1,1,1
2606,1,0,0,1,0,0,0,0,0,1,4,9,0,528,2,81,0,0,3
2615,1,0,0,0,0,0,0,0,0,1,9,6,0,516,5,73,1,14,3
2616,1,0,1,0,0,0,1,0,0,1,-9,6,0,527,11,79,0,0,3
2618,0,0,0,1,1,0,1,0,0,1,1,3,0,606,10,78,0,0,1
2627,0,0,0,1,0,1,0,1,0,1,4,10,0,647,29,80,0,0,1
2641,1,0,0,1,0,0,0,0,1,1,0,6,2,519,16,74,0,0,3
2642,1,0,0,0,0,0,0,0,0,1,10,8,0,626,7,81,0,0,3
2643,0,0,0,1,1,0,1,0,0,1,-9,8,2,619,161,80,0,0,3
2648,0,0,0,1,0,1,1,1,0,1,16,0,0,872,23,71,1,2,3
2650,0,0,0,1,1,0,1,0,0,1,9,6,4,603,117,76,0,0,3
2653,0,0,0,1,1,0,0,0,0,1,2,9,0,602,1,80,0,0,3
2657,1,0,1,0,1,0,0,1,0,1,13,10,1,578,7,78,1,11,1
2661,0,0,0,0,0,0,0,0,0,1,1,2,0,507,6,81,0,0,3
2673,1,1,0,0,0,0,0,0,0,1,3,8,0,608,5,76,0,0,1
2674,0,0,0,0,1,0,1,0,0,0,0,6,0,587,20,79,0,0,2
2675,1,0,0,0,0,0,1,0,0,1,5,10,1,500,31,70,0,0,2
2679,1,1,0,0,0,0,0,0,0,1,1,12,2,550,13,79,0,0,1
2680,1,0,0,0,0,0,0,0,0,1,0,9,0,497,3,76,1,33,3
2686,0,0,0,1,0,1,1,0,1,0,0,0,0,568,29,71,0,0,3
2691,0,0,0,0,1,0,0,0,0,1,34,9,0,590,4,74,1,3,3
2709,0,0,0,0,0,0,0,0,0,1,2,10,0,586,11,77,0,0,2
2718,1,0,0,1,0,0,1,0,0,1,0,12,0,540,22,73,0,0,2
2720,0,0,0,0,0,1,1,0,1,1,-9,12,1,517,40,77,0,0,3
2726,1,0,0,1,0,0,0,0,0,1,0,8,0,549,2,71,0,0,3
2732,0,0,1,0,0,0,1,0,0,1,12,4,0,520,16,79,1,21,2
2733,1,0,0,1,0,0,1,1,0,1,16,6,0,624,19,70,1,10,3
2734,0,0,0,0,0,0,0,0,0,1,24,0,0,808,11,78,1,33,3
2738,1,1,0,1,0,0,0,0,0,1,1,10,0,646,4,73,0,0,1
2748,1,0,0,0,0,0,1,0,0,1,0,4,0,564,3,79,0,0,3
2751,1,0,0,0,0,0,0,0,0,1,0,10,0,536,4,80,1,22,3
2753,1,0,0,1,1,1,1,0,1,1,0,12,0,519,18,73,0,0,2
2758,0,0,0,1,1,0,0,0,0,1,3,9,0,541,57,72,0,0,3
2775,1,0,0,1,1,1,0,0,1,1,3,0,0,796,23,72,0,0,3
2816,0,0,0,1,0,0,0,0,0,1,1,10,0,653,2,79,0,0,3
2821,0,0,0,0,0,0,0,0,0,1,5,3,0,656,7,77,1,43,3
2833,0,0,0,0,0,0,1,0,0,1,2,4,0,611,5,70,0,0,3
2844,1,0,0,1,0,0,0,0,0,1,11,14,0,595,1,79,0,0,3
2845,1,1,1,1,0,0,0,1,0,1,25,14,0,518,9,71,0,0,2
2866,0,1,0,1,1,0,1,0,0,1,3,5,1,554,5,77,1,26,2
2870,0,0,1,0,0,0,0,0,0,1,2,10,0,611,7,76,1,24,2
2875,1,0,0,0,0,0,1,0,0,1,2,12,1,582,5,80,1,47,3
2877,0,0,0,0,0,0,0,0,0,1,8,3,0,656,4,79,1,40,3
2884,0,1,0,1,0,1,1,0,1,1,2,11,0,599,47,70,1,6,2
2898,1,0,0,0,0,0,0,0,0,1,14,10,0,682,5,72,1,35,3
2909,1,0,1,0,1,0,0,0,0,1,16,11,3,594,22,78,0,0,2
2911,1,0,0,0,0,0,0,0,0,1,0,12,0,519,5,79,0,0,3
2912,1,0,0,1,1,0,1,0,0,1,2,4,1,513,16,74,0,0,3
2915,0,0,0,1,0,0,0,0,0,1,5,12,0,550,1,78,0,0,3
2916,0,0,1,1,1,0,0,0,0,1,0,4,0,604,12,78,0,0,1
2921,1,0,0,0,0,0,1,0,0,1,3,10,0,571,3,80,0,0,3
2933,0,0,0,1,0,0,0,0,0,0,0,1,0,479,10,77,0,0,2
2936,1,0,1,0,0,0,1,0,0,1,9,12,1,609,26,81,1,4,2
2937,1,1,1,1,0,1,1,0,1,1,2,1,1,614,41,73,0,0,1
2942,0,0,0,1,1,1,1,1,0,1,1,7,0,697,23,73,0,0,1
2964,1,0,0,1,0,0,0,0,0,1,3,7,0,609,1,80,0,0,3
2974,1,0,0,0,1,0,0,0,0,1,0,8,0,690,5,81,0,0,3
2989,0,0,0,0,0,0,0,0,0,1,23,11,0,559,6,76,1,8,3
2992,0,0,0,1,0,0,0,0,0,1,2,5,0,492,5,79,0,0,3
2995,1,1,0,1,0,1,0,0,1,0,0,5,1,555,37,71,0,0,2
2996,1,0,0,1,0,0,0,0,0,1,1,8,1,576,3,73,0,0,3
2998,1,0,1,1,1,1,1,0,1,1,0,3,0,587,25,71,0,0,1
3001,0,0,0,1,0,0,0,0,0,1,17,2,0,771,11,72,1,8,3
3004,0,0,0,0,1,0,1,0,0,1,1,6,0,644,12,78,0,0,3
3005,1,0,1,0,0,0,1,0,0,1,2,12,1,546,13,73,1,29,1
3014,1,0,0,1,0,0,0,0,0,1,0,10,0,530,8,72,1,2,3
3029,1,0,0,1,1,1,1,0,1,1,9,0,2,677,51,75,0,0,3
3030,1,0,0,1,0,0,0,0,0,1,4,7,0,716,0,77,0,0,3
3035,1,0,1,1,0,1,1,0,1,1,8,1,0,612,34,76,1,16,2
3053,0,0,0,1,0,0,0,0,0,1,0,3,0,677,3,74,0,0,2
3054,0,0,0,1,0,0,0,0,0,1,2,12,0,610,0,75,1,19,3
3060,1,0,0,0,0,0,0,0,0,1,4,11,5,485,14,81,0,0,3
3062,1,1,0,0,0,0,0,0,0,1,12,7,1,500,4,78,1,13,3
3071,0,0,0,1,0,0,0,0,0,1,0,10,0,489,6,80,0,0,2
3073,0,0,0,1,1,0,0,0,0,1,2,9,0,635,2,75,0,0,3
3093,0,1,0,1,1,0,0,0,0,1,1,3,0,588,4,71,1,69,2
3108,0,0,0,0,0,0,0,0,0,1,4,9,0,494,6,78,1,19,3
3110,1,0,0,1,0,0,0,0,0,1,12,4,0,542,2,80,0,0,3
3114,0,0,0,0,0,0,0,0,0,1,1,12,0,556,7,79,1,39,3
3124,0,0,0,1,1,0,1,0,0,1,1,6,1,582,6,80,1,53,1
3136,1,0,0,1,0,0,1,0,0,1,2,9,0,574,5,81,0,0,3
3144,0,1,0,1,1,0,0,0,0,1,0,6,0,485,4,73,0,0,2
3153,0,0,0,0,1,0,0,0,0,1,9,5,1,601,7,78,1,3,3
3170,0,0,0,1,0,0,0,0,0,0,0,12,0,672,1,75,0,0,3
3173,0,0,0,1,0,1,0,0,1,1,0,1,0,584,36,71,0,0,2
3193,1,0,0,1,0,0,0,0,0,1,5,11,0,523,2,81,0,0,3
3194,0,0,0,0,0,0,0,0,0,1,3,13,0,614,5,81,0,0,3
3195,1,1,0,0,1,0,1,0,0,1,2,10,0,489,6,77,0,0,2
3203,1,1,0,1,0,0,1,0,0,1,2,6,0,574,5,75,1,20,2
3216,0,0,0,0,1,0,1,0,0,1,4,11,1,525,6,78,1,10,2
3219,1,0,0,1,0,0,1,0,0,1,3,3,0,716,4,75,0,0,3
3229,0,0,0,1,0,0,0,0,0,1,1,7,0,677,1,79,0,0,3
3230,1,0,0,1,1,0,0,0,0,1,0,10,0,636,1,72,0,0,3
3238,0,0,1,1,0,1,0,1,0,1,8,10,0,537,29,75,0,0,2
3245,1,0,1,1,1,0,1,0,0,1,11,10,0,649,11,76,0,0,2
3247,0,0,0,1,1,1,1,1,0,1,5,2,4,556,135,78,1,10,3
3248,0,1,0,0,0,0,0,0,0,1,28,9,0,707,7,73,0,0,1
3259,0,0,0,1,0,1,0,1,0,0,1,9,0,642,15,77,0,0,2
3262,0,0,0,1,0,1,0,1,0,1,-9,2,0,921,25,72,0,0,3
3266,0,0,0,0,0,0,0,0,0,0,1,2,0,637,9,74,0,0,2
3268,1,0,1,0,0,0,0,0,0,1,0,7,1,643,12,76,1,19,2
3275,1,0,0,1,0,0,0,0,0,1,0,3,0,860,11,75,0,0,1
3279,1,0,0,1,0,0,0,0,0,1,6,4,0,737,3,78,0,0,3
3280,1,1,0,0,0,0,1,0,0,1,8,4,0,617,4,71,1,9,2
3284,1,0,0,1,1,0,0,0,0,1,1,9,0,542,1,72,0,0,3
3288,0,0,1,1,1,0,1,0,0,1,5,8,0,575,22,73,1,72,2
3302,0,0,0,1,0,0,0,0,0,1,0,12,0,524,2,71,0,0,3
3311,1,0,0,1,1,0,0,0,0,1,3,7,0,511,4,78,1,26,2
3313,1,0,0,1,0,0,0,0,0,1,0,7,0,565,2,74,0,0,3
3316,1,0,0,1,1,0,1,0,0,1,4,7,0,581,2,70,0,0,3
3317,0,0,0,1,1,0,0,0,0,0,0,10,0,550,2,80,0,0,3
3326,1,0,0,1,1,1,1,0,1,1,2,11,0,535,26,81,0,0,3
3332,0,1,0,0,0,0,0,0,0,1,4,10,0,750,8,74,1,3,2
3338,1,0,0,1,0,0,0,0,0,1,0,11,0,757,1,79,0,0,3
3345,1,0,0,1,0,0,1,0,0,1,0,12,0,489,8,72,1,18,3
3346,1,0,0,0,0,0,0,0,0,1,0,3,0,565,6,72,0,0,3
3347,0,1,1,0,1,0,0,0,0,1,-9,11,1,577,35,76,0,0,3
3353,1,1,0,0,1,0,0,0,0,1,0,14,1,584,7,72,1,14,2
3368,0,1,1,0,0,0,0,0,0,1,10,6,3,629,18,81,1,77,2
3371,1,0,0,1,0,1,1,0,1,1,5,3,0,708,40,72,0,0,1
3372,1,0,0,1,1,0,0,0,0,1,3,8,0,612,2,70,0,0,3
3381,1,0,0,0,0,0,0,0,0,1,5,6,0,545,4,81,0,0,3
3386,0,0,0,1,1,0,1,0,0,1,0,8,0,537,152,74,0,0,3
3387,1,0,0,1,0,0,1,0,0,1,1,11,0,776,3,72,0,0,3
3390,0,0,0,1,0,0,1,0,0,1,0,12,1,509,26,70,0,0,3
3394,0,0,0,0,0,0,1,0,0,1,0,11,0,574,6,79,0,0,3
3395,0,0,0,1,0,0,1,0,0,1,7,11,0,637,4,76,1,12,3
3399,0,1,0,1,1,0,1,0,0,1,-9,7,0,487,5,70,0,0,3
3404,0,0,1,0,0,0,0,0,0,1,1,8,0,591,6,78,1,77,1
3408,1,0,0,0,0,0,0,0,0,1,0,4,0,684,5,71,0,0,3
3427,0,0,0,0,1,1,0,0,1,1,3,8,1,602,101,76,0,0,3
3434,1,0,0,1,1,0,0,0,0,1,1,4,2,693,47,71,0,0,2
3437,0,0,0,0,1,0,0,0,0,1,6,6,1,808,344,74,0,0,3
3449,1,0,0,1,0,0,0,0,0,1,3,5,0,541,4,73,0,0,2
3450,1,1,0,1,1,0,1,0,0,1,0,8,0,607,6,71,0,0,2
3460,1,0,0,1,0,0,0,0,0,1,0,12,0,481,1,77,0,0,3
3469,0,0,0,1,1,0,1,0,0,1,1,11,0,563,17,70,1,2,1
3476,1,0,0,0,1,1,0,1,0,1,18,12,7,538,66,71,1,8,3
3491,1,0,0,1,0,0,0,0,0,1,0,9,0,509,2,71,0,0,3
3492,1,0,0,1,0,0,1,0,0,1,0,8,0,502,2,80,0,0,3
3498,0,0,0,1,1,0,0,0,0,1,1,9,0,498,6,73,1,40,3
3500,1,0,0,1,1,0,0,0,0,1,0,12,0,736,16,81,0,0,2
3505,0,0,0,1,0,0,0,0,0,1,0,10,0,551,2,73,0,0,3
3506,0,0,0,1,1,0,1,0,0,1,0,12,0,772,6,81,0,0,2
3509,1,0,0,1,1,0,1,0,0,1,3,11,0,604,2,80,0,0,3
3516,1,0,0,1,1,0,1,0,0,1,0,11,2,556,10,81,0,0,3
3518,1,1,0,0,0,0,0,0,0,1,0,10,1,673,8,77,0,0,2
3523,1,1,0,0,0,1,0,1,0,1,5,6,0,743,14,78,0,0,2
3528,0,1,0,0,0,0,0,0,0,1,13,3,0,719,9,75,1,7,2
3529,1,0,0,0,0,0,1,0,0,1,5,8,0,486,9,77,0,0,1
3534,1,0,0,1,1,0,0,0,0,1,1,10,0,615,2,80,0,0,3
3537,1,0,0,0,0,0,1,0,0,1,0,13,0,483,8,78,0,0,2
3538,0,0,0,1,0,0,1,0,0,1,0,12,0,614,2,70,0,0,3
3543,0,0,1,1,0,0,1,0,0,1,19,3,0,631,22,80,0,0,1
3546,0,1,0,1,0,0,1,0,0,1,1,4,0,610,7,72,0,0,2
3547,1,0,1,1,0,0,0,0,0,1,7,4,0,786,19,76,0,0,1
3548,0,0,0,0,0,0,0,0,0,1,12,7,0,511,12,78,1,19,3
3549,0,0,0,1,0,0,0,0,0,1,0,16,0,509,5,80,0,0,3
3553,1,0,0,1,1,0,1,0,0,1,8,0,0,518,5,80,0,0,3
3559,1,0,0,1,0,0,0,0,0,1,3,8,0,551,0,73,1,60,3
3566,0,0,0,1,0,0,0,0,0,1,5,10,0,560,14,75,0,0,3
3580,1,0,0,1,0,0,0,0,0,1,7,6,0,492,2,73,0,0,3
3581,1,0,0,1,0,0,0,0,0,1,4,9,0,761,3,76,1,8,3
3582,1,0,0,0,1,0,0,0,0,1,5,8,0,512,5,76,1,7,3
3588,1,0,0,0,0,0,1,0,0,1,8,7,0,518,6,78,1,24,3
3596,1,0,0,1,1,1,0,1,0,1,2,7,0,555,72,70,0,0,3
3597,1,0,0,1,0,0,0,0,0,1,2,9,1,669,1,80,0,0,3
3608,1,0,0,1,0,0,0,0,0,1,0,10,0,486,4,71,0,0,3
3619,1,0,0,1,0,0,1,0,0,1,2,4,3,610,164,72,0,0,1
3621,1,0,0,1,0,0,1,0,0,1,0,7,1,492,3,71,0,0,3
3644,1,0,0,0,1,0,0,0,0,1,3,7,0,663,6,70,0,0,3
3652,1,0,1,1,0,1,0,1,0,1,1,12,8,545,35,77,0,0,2
3653,0,0,0,1,1,1,1,0,0,1,1,6,0,647,12,81,0,0,2
3659,1,0,0,1,0,0,1,0,0,1,0,8,0,599,2,79,0,0,3
3661,1,1,0,1,1,0,0,0,0,1,3,9,0,570,0,71,0,0,1
3663,0,1,0,0,0,0,0,0,0,1,8,11,0,538,4,77,0,0,2
3666,0,0,0,0,1,0,1,0,0,1,0,10,0,578,3,77,0,0,2
3670,0,0,0,0,0,0,0,0,0,1,0,8,0,695,3,76,0,0,3
3671,1,1,0,0,0,0,0,0,0,1,12,12,7,551,11,76,1,4,2
3684,0,0,0,0,0,0,0,0,0,1,3,8,0,612,6,72,0,0,3
3690,0,1,0,0,0,0,1,0,0,1,12,8,0,517,11,73,1,17,3
3701,0,0,0,1,0,0,0,0,0,1,0,10,0,519,2,80,1,29,3
3702,0,0,0,1,0,0,0,0,0,1,1,6,0,578,9,76,0,0,3
3704,1,1,1,0,1,0,1,0,0,1,5,8,1,486,22,74,0,0,2
3709,1,0,1,1,0,0,1,0,0,1,8,8,1,499,12,72,1,35,1
3714,0,0,0,1,0,0,1,0,0,1,0,7,0,519,3,80,0,0,3
3722,0,0,0,0,0,0,0,0,0,1,4,8,0,550,8,70,0,0,3
3724,0,0,0,1,0,0,0,0,0,1,14,6,0,677,4,75,0,0,3
3728,1,1,1,0,0,0,0,0,0,1,7,8,0,633,12,79,0,0,1
3732,1,0,0,1,1,1,0,0,0,1,6,11,0,554,17,73,0,0,3
3765,0,0,0,0,1,0,0,0,0,1,9,7,0,667,7,72,0,0,2
3777,1,0,0,1,1,0,1,0,0,1,0,12,0,568,18,77,0,0,1
3778,1,0,0,1,0,0,0,0,0,1,0,5,0,691,2,73,1,41,3
3788,0,0,0,1,1,0,0,0,0,1,0,4,0,501,2,81,0,0,3
3791,1,1,1,0,1,0,0,0,0,1,-9,3,1,535,9,79,1,57,3
3795,1,0,0,1,0,0,0,0,0,1,0,8,0,568,4,71,0,0,3
3796,1,0,0,1,1,0,0,0,0,1,5,8,0,498,1,71,1,7,3
3806,0,0,0,1,1,0,1,0,0,1,0,3,0,723,5,80,0,0,2
3811,1,0,0,1,1,0,1,0,0,1,3,12,3,512,64,80,0,0,3
3813,1,0,0,1,0,0,0,0,0,1,2,9,0,578,3,70,0,0,3
3814,1,0,1,1,0,0,1,0,0,1,1,5,1,503,6,78,0,0,1
3817,1,0,0,1,0,0,0,0,0,1,15,12,0,617,0,76,0,0,3
3829,0,0,1,1,0,0,1,0,0,1,4,8,0,721,8,81,0,0,2
3860,0,0,0,1,0,0,0,0,0,1,2,10,0,568,1,71,0,0,3
3866,1,0,0,1,1,0,0,0,0,1,6,6,0,487,0,77,0,0,3
3873,0,0,0,1,1,0,1,0,0,1,8,0,0,616,4,76,0,0,3
3880,1,1,1,1,0,1,0,0,1,1,2,10,1,570,42,78,1,36,2
3881,1,0,0,1,1,1,0,1,0,1,1,5,1,668,20,70,0,0,3
3886,1,0,0,1,0,0,0,0,0,1,1,6,0,596,1,74,0,0,3
3889,1,0,0,1,1,0,0,0,0,1,3,8,0,534,3,73,0,0,3
3894,1,1,0,0,0,0,0,0,0,1,7,7,0,626,4,76,0,0,2
3897,1,0,0,1,0,0,0,0,0,1,1,12,0,552,1,79,0,0,3
3899,0,0,0,1,1,1,0,0,1,1,6,3,2,693,112,73,1,69,3
3905,1,1,0,1,0,0,1,0,0,1,2,5,1,555,9,70,0,0,2
3917,0,0,0,1,0,0,0,0,0,1,0,8,0,508,6,80,0,0,2
3919,1,0,0,1,0,0,0,0,0,1,23,6,1,535,4,70,1,9,3
3922,1,0,0,0,1,0,0,0,0,1,0,9,0,672,11,70,0,0,3
3924,1,0,0,1,0,1,0,0,0,0,0,13,0,663,4,78,0,0,3
3938,1,0,0,1,0,0,0,0,0,1,0,12,1,548,4,80,0,0,3
3944,1,1,0,1,0,0,0,0,0,1,3,6,0,768,7,70,0,0,1
3946,1,1,0,0,1,0,1,0,0,1,3,8,1,535,8,74,1,12,2
3974,1,0,0,1,0,0,1,0,0,1,5,3,0,562,4,71,0,0,3
3978,1,1,0,1,1,0,1,0,0,1,2,6,0,514,3,70,0,0,2
3985,1,0,0,1,1,1,1,0,1,1,2,1,0,548,56,74,1,7,3
3996,1,0,0,0,1,0,0,0,0,1,4,4,1,536,8,80,0,0,1
4000,0,0,0,1,0,1,0,0,1,1,2,2,0,860,83,81,0,0,3
4004,0,0,0,1,0,0,0,0,0,1,0,7,0,582,0,70,0,0,3
4005,0,0,0,1,0,1,1,1,0,1,6,0,1,544,68,73,0,0,3
4008,0,0,0,1,0,0,0,0,0,0,0,5,0,644,4,79,0,0,1
4015,1,0,0,0,0,0,0,0,0,1,7,15,3,554,11,79,1,66,1
4022,0,0,0,1,0,0,0,0,0,1,0,1,0,653,2,81,0,0,3
4029,1,0,0,1,0,0,0,0,0,1,0,10,0,524,2,80,0,0,3
4041,0,0,0,1,0,0,0,0,0,1,2,9,0,482,2,79,0,0,3
4056,1,0,1,0,0,0,0,0,0,1,0,10,0,580,6,77,0,0,1
4059,1,0,0,0,1,0,1,0,0,1,3,6,0,677,10,78,0,0,2
4066,0,0,0,0,1,0,1,0,0,1,4,6,0,509,8,77,0,0,1
4068,1,0,0,1,0,0,0,0,0,1,13,5,0,706,2,72,0,0,3
4075,0,0,0,0,0,0,0,0,0,1,24,7,0,531,5,81,1,46,3
4089,1,0,0,1,1,1,0,1,0,1,20,10,2,588,56,73,1,6,1
4104,0,0,0,1,0,0,0,0,0,1,13,2,4,515,30,74,1,3,3
4108,0,1,1,1,1,0,0,0,0,1,3,14,1,762,11,74,1,15,1
4129,1,1,0,0,0,0,0,0,0,1,0,13,0,510,5,76,1,35,2
4143,1,0,0,1,0,0,0,0,1,1,4,7,0,596,13,74,1,3,3
4144,1,0,0,1,0,0,0,0,0,0,0,11,0,483,5,75,0,0,1
4148,0,0,0,1,0,1,1,0,1,1,2,9,0,553,31,79,0,0,2
4173,1,0,0,1,0,0,0,0,0,1,9,5,0,705,0,80,0,0,3
4178,0,0,1,1,1,0,1,0,0,1,0,8,0,503,9,78,0,0,2
4179,0,0,0,1,0,0,0,0,0,1,-9,6,0,582,2,78,0,0,3
4188,1,0,0,1,0,0,0,0,0,1,1,7,0,634,2,73,0,0,3
4199,0,1,0,1,0,0,0,0,0,1,2,10,1,486,7,74,0,0,1
4209,1,1,0,1,1,0,0,1,0,1,0,3,0,698,7,78,0,0,1
4224,1,0,0,1,1,0,1,0,0,1,3,6,4,661,218,71,0,0,3
4226,1,0,0,1,1,1,0,1,0,1,9,10,2,598,83,77,0,0,3
4235,1,0,1,1,0,0,1,1,0,1,2,3,0,524,9,79,0,0,2
4239,0,0,0,1,0,0,0,0,0,1,2,6,0,566,1,77,0,0,3
4242,1,0,1,0,1,0,1,0,0,1,-9,8,3,615,35,76,1,49,3
4273,0,0,0,1,0,0,0,0,0,1,0,11,0,541,3,81,0,0,3
4274,0,0,0,1,0,0,0,0,0,1,0,8,0,543,0,77,0,0,3
4291,0,0,0,1,0,0,1,0,0,1,0,12,1,498,21,70,0,0,2
4301,0,0,0,1,0,0,0,0,0,1,0,10,0,519,2,79,0,0,3
4311,0,0,0,1,1,1,1,0,1,1,-9,11,0,515,49,70,0,0,3
4314,1,0,0,1,1,0,1,0,0,1,0,4,0,482,2,79,0,0,3
4323,1,0,0,1,0,0,1,0,0,1,1,4,0,593,4,78,0,0,3
4326,0,1,0,1,1,0,0,0,0,1,0,0,0,705,36,74,0,0,3
4332,0,0,0,0,0,0,0,0,0,1,-9,3,0,696,2,76,0,0,3
4342,1,0,0,1,0,0,0,0,0,1,4,1,0,753,3,74,0,0,3
4346,0,0,0,1,1,0,0,0,0,1,0,9,0,619,2,71,0,0,3
4348,0,1,0,1,0,1,1,1,0,1,11,9,0,603,12,70,1,25,2
4350,1,1,0,1,1,0,1,0,0,1,11,8,0,551,4,75,0,0,2
4356,1,0,0,1,1,0,1,0,0,1,8,8,2,687,38,70,1,4,3
4366,1,0,0,0,0,0,0,0,0,1,-9,5,0,495,1,81,1,21,3
4369,1,1,0,0,0,0,1,0,0,1,2,4,0,633,6,71,1,60,1
4373,1,0,0,1,1,1,1,0,0,1,2,8,0,679,11,70,0,0,2
4377,0,1,0,1,1,0,1,0,0,1,1,6,0,521,4,75,0,0,2
4392,1,0,0,1,0,0,0,0,0,1,3,4,0,546,0,78,0,0,3
4399,1,0,1,1,1,0,0,0,0,1,3,12,0,537,6,78,0,0,2
4405,0,0,0,1,0,0,1,0,0,1,0,6,5,515,179,81,0,0,3
4412,1,0,0,0,0,0,0,0,0,1,13,12,0,623,4,72,1,47,3
4414,1,0,0,1,0,0,1,0,0,1,0,12,0,519,2,77,0,0,3
4416,0,0,0,0,0,0,0,0,0,1,2,12,0,492,7,81,0,0,3
4417,0,0,0,1,0,0,0,0,0,1,0,6,0,518,1,78,0,0,3
4419,1,0,0,1,1,0,1,0,0,1,4,2,0,564,6,81,0,0,2
4424,1,0,0,1,0,0,0,0,0,1,0,8,0,577,3,81,0,0,3
