,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
3433,1,0,1,1,3,570,90,0,0,3,450,90,0,0,0
3440,1,0,1,0,2,590,50,0,6,0,490,50,0,0,0
3454,1,1,0,0,2,620,70,0,0,6,530,40,1,2,1
3456,1,0,1,0,3,810,370,0,0,0,440,0,1,11,1
3461,1,0,0,0,2,490,90,0,0,0,390,90,1,2,1
3474,1,1,0,1,2,550,60,0,0,0,500,60,0,0,0
3475,1,0,1,0,2,570,40,0,0,6,550,40,0,0,0
3476,0,0,1,0,2,530,90,0,0,0,450,40,0,0,0
3481,0,0,1,1,3,720,60,0,0,0,610,50,1,6,1
3493,1,0,1,1,2,370,40,0,6,0,340,40,0,0,0
3500,0,1,0,0,1,660,90,0,0,0,540,50,1,12,1
3510,1,0,1,1,2,620,40,0,0,0,610,40,0,0,0
3522,1,0,1,0,3,590,90,0,1,0,520,60,0,0,0
3535,0,1,0,0,3,600,90,0,1,0,490,90,1,8,1
3536,1,0,1,1,2,580,120,0,4,0,260,120,1,2,1
3548,0,1,0,0,2,640,50,0,0,6,610,50,1,5,1
3572,1,1,0,1,2,620,50,0,0,6,570,0,2,7,1
3588,1,1,0,0,3,440,20,0,6,0,440,20,0,0,0
3590,1,1,0,0,2,570,50,0,0,4,460,40,0,0,0
3592,0,0,0,0,1,620,110,0,0,6,560,50,2,4,1
3613,0,0,1,0,1,380,380,1,0,0,360,40,0,0,0
3619,0,1,0,0,3,500,130,4,6,0,500,20,0,0,0
3622,1,1,0,0,3,960,120,0,5,0,550,60,0,0,0
3637,0,1,0,0,2,540,120,0,0,2,520,40,0,0,0
3658,1,0,1,0,2,470,140,1,6,0,470,130,0,0,0
3669,1,0,1,0,3,380,380,2,6,0,240,40,0,0,0
3672,0,0,1,0,3,800,0,0,5,0,800,0,0,0,0
3673,0,1,0,0,1,540,100,0,0,5,440,100,1,10,1
3678,1,0,1,0,2,550,40,0,4,0,520,40,0,0,0
3679,1,0,1,0,3,470,310,2,6,0,400,290,0,0,0
3687,0,0,1,1,2,400,40,0,0,0,390,40,0,0,0
3696,1,0,1,1,2,420,60,0,4,0,420,60,0,0,0
3704,0,0,0,1,3,560,90,1,2,3,460,50,0,0,0
3713,1,1,0,0,2,580,90,0,6,0,390,0,2,5,1
3725,1,0,1,0,1,590,310,2,3,1,590,120,1,4,1
3742,0,1,0,0,3,370,210,0,6,0,350,210,0,0,0
3749,1,0,1,0,2,720,90,0,6,0,570,90,0,0,0
3756,1,0,1,0,3,720,60,0,0,0,560,60,0,0,0
3761,1,1,0,0,1,900,140,0,0,3,640,60,0,0,0
3765,1,0,1,1,2,590,150,0,0,6,550,60,0,0,0
3783,1,0,1,0,2,610,210,0,1,3,510,60,0,0,0
3800,1,0,1,1,2,450,210,0,0,2,450,210,0,0,0
3803,1,1,0,0,1,680,110,0,2,0,660,0,1,3,1
3819,0,0,1,1,2,580,60,0,0,0,460,60,1,5,1
3823,1,1,0,0,2,460,390,3,6,0,460,100,0,0,0
3827,1,0,1,1,1,360,40,0,1,0,340,40,0,0,0
3837,1,0,1,0,1,560,150,0,3,0,300,50,0,0,0
3843,1,0,1,0,2,580,120,0,0,0,380,120,0,0,0
3853,1,0,1,0,1,470,50,0,0,0,430,50,2,4,1
3859,0,1,0,0,3,440,180,0,0,0,350,180,1,12,1
3864,1,0,1,1,2,710,40,0,0,0,600,40,0,0,0
3901,0,0,1,0,2,350,60,0,3,0,270,10,1,11,1
3902,1,1,0,0,2,490,40,0,0,0,490,40,0,0,0
3907,0,0,1,0,3,400,30,0,2,0,380,30,1,5,1
3922,1,1,0,0,1,600,60,0,0,6,540,50,0,0,0
3926,1,0,1,1,2,590,50,0,0,6,540,50,0,0,0
3928,1,1,0,0,3,450,380,3,6,0,450,370,0,0,0
3933,1,1,0,0,2,570,40,0,0,5,510,40,0,0,0
3951,1,0,1,0,3,500,90,0,4,0,280,50,0,0,0
3957,1,0,1,1,2,560,40,0,0,2,530,40,0,0,0
3960,1,0,1,0,2,640,70,0,0,6,510,50,1,3,1
3963,0,0,1,1,2,670,90,0,1,0,550,0,1,12,1
3967,1,1,0,0,2,440,100,0,4,0,380,100,1,4,1
3984,1,1,0,0,2,540,240,0,6,0,330,240,0,0,0
3992,0,0,1,1,2,610,90,0,0,6,540,0,1,14,1
3994,1,0,0,0,3,310,340,2,6,0,300,0,0,0,0
3996,0,0,1,0,2,410,70,0,4,0,300,70,0,0,0
3998,0,0,1,1,3,400,110,0,0,0,300,110,1,12,1
4004,1,1,0,0,3,390,40,1,6,0,390,10,0,0,0
4005,1,1,0,0,1,360,360,2,3,0,330,20,0,0,0
4013,0,0,1,1,2,620,50,0,0,6,600,0,1,15,1
4028,1,0,1,0,2,680,90,0,0,0,560,60,0,0,0
4041,1,0,1,0,2,460,80,0,0,0,350,80,1,9,1
4046,1,0,1,0,2,690,150,0,0,0,610,40,1,2,1
4047,0,1,0,0,3,690,60,0,6,0,580,60,1,10,1
4066,1,0,1,0,3,760,470,3,4,0,760,470,0,0,0
4076,1,1,0,0,2,370,100,0,6,0,290,0,1,9,1
4088,1,0,1,0,3,340,60,1,6,0,340,50,0,0,0
4093,0,0,1,0,2,830,90,0,0,0,740,40,1,12,1
4095,1,0,1,0,2,590,100,0,4,0,590,40,1,6,1
4102,0,0,1,0,3,420,210,2,6,0,160,210,2,4,1
4103,1,0,1,0,2,480,310,1,6,0,340,100,0,0,0
4110,1,1,0,0,2,430,90,0,6,0,420,50,0,0,0
4114,1,1,0,0,2,600,150,0,0,4,570,40,0,0,0
4116,0,0,1,0,1,410,60,0,6,0,220,50,0,0,0
4118,1,0,1,0,2,550,90,0,0,0,520,90,1,2,1
4128,1,0,1,0,3,370,210,3,6,0,370,0,0,0,0
4135,0,0,1,0,3,430,60,0,3,0,430,0,1,5,1
4147,0,1,0,0,1,380,60,0,0,0,310,60,1,10,1
4149,1,1,0,0,1,480,0,0,6,0,480,0,0,0,0
4151,1,1,0,0,3,400,400,2,6,0,350,80,0,0,0
4175,0,1,0,0,3,890,310,0,6,0,200,60,0,0,0
4180,1,1,0,0,1,720,240,0,4,0,200,90,0,0,0
4184,1,1,0,0,2,760,60,0,6,0,720,0,1,3,1
4192,0,0,1,0,2,420,60,0,0,0,330,50,2,8,1
4208,1,0,1,1,1,950,400,0,0,1,330,310,1,12,1
4213,1,0,1,0,1,530,320,1,2,0,170,60,1,2,1
4228,1,0,1,0,3,710,150,0,6,0,320,90,0,0,0
4260,1,0,1,0,2,740,140,0,0,6,490,60,0,0,0
4266,1,0,1,0,1,400,60,0,6,0,400,60,0,0,0
4285,0,1,0,0,2,660,50,0,0,6,660,0,1,3,1
4292,1,1,0,0,1,420,50,0,0,0,390,40,0,0,0
4294,0,0,1,1,2,590,40,0,0,0,590,0,1,3,1
4295,1,1,0,0,2,400,60,0,6,0,290,0,1,3,1
4297,1,0,1,0,2,580,240,1,1,0,580,50,0,0,0
4304,1,1,0,0,2,360,210,3,5,0,360,140,0,0,0
4306,1,0,1,1,2,610,80,0,0,5,440,60,0,0,0
4320,0,0,1,0,3,400,300,3,6,0,400,190,0,0,0
4321,1,1,0,0,2,430,60,0,5,0,260,40,0,0,0
4324,1,0,1,0,2,620,100,0,0,6,490,40,1,7,1
4353,0,0,1,1,2,580,150,0,0,5,500,80,1,9,1
4392,1,0,1,0,2,560,50,0,0,5,480,50,0,0,0
4406,1,0,1,0,2,610,40,0,0,6,600,40,0,0,0
4450,1,1,0,0,1,620,50,0,0,5,580,50,0,0,0
4451,0,0,1,0,3,600,170,0,0,0,250,60,0,0,0
4452,1,0,1,0,3,680,90,0,0,0,390,90,0,0,0
4463,1,1,0,0,2,620,160,0,6,0,620,160,0,0,0
4471,1,0,1,0,2,580,340,1,5,0,580,340,0,0,0
4482,1,0,1,0,0,590,40,0,3,2,580,40,0,0,0
4486,1,0,0,0,3,850,180,0,0,0,620,180,0,0,0
4490,1,0,1,1,2,810,210,0,4,0,410,40,0,0,0
4525,1,0,1,0,2,500,310,1,4,0,350,40,0,0,0
4532,1,1,0,0,2,500,40,0,0,2,440,40,0,0,0
4550,0,1,0,0,1,620,140,0,0,0,420,30,1,6,1
4554,0,0,1,0,3,700,0,0,6,0,700,0,1,4,1
4561,1,1,0,0,3,420,90,0,6,0,140,90,0,0,0
4569,0,1,0,0,2,580,100,0,0,0,470,100,1,12,1
4571,1,1,0,0,2,690,310,0,6,0,690,150,0,0,0
4586,1,0,1,0,1,600,80,0,0,5,470,50,0,0,0
4592,0,1,0,0,2,580,40,0,6,0,530,40,1,6,1
4604,1,1,0,0,2,770,60,0,1,1,330,60,0,0,0
4611,1,1,0,0,3,600,150,1,6,0,600,90,2,6,1
4612,1,0,1,1,3,620,80,0,0,6,570,60,0,0,0
4617,1,0,1,1,2,410,50,0,0,0,360,50,1,11,1
4629,1,0,1,0,3,630,240,1,6,0,630,150,0,0,0
4631,1,0,1,0,2,590,120,0,0,5,500,50,0,0,0
4632,1,1,0,0,2,470,50,0,4,0,440,50,0,0,0
4637,1,0,1,0,2,450,60,0,0,0,350,50,0,0,0
4639,1,0,1,0,1,410,100,0,6,0,350,0,1,3,1
4658,1,1,0,0,3,620,150,0,6,0,620,90,0,0,0
4666,1,1,0,0,1,550,40,0,5,0,550,40,0,0,0
4688,0,0,1,0,2,590,50,0,0,6,490,50,1,2,1
4690,0,0,1,0,1,730,110,0,6,0,510,0,2,6,1
4704,0,0,1,0,2,500,110,0,0,0,380,40,1,2,1
4708,1,1,0,0,2,580,40,0,0,6,540,40,0,0,0
4713,1,0,1,0,3,450,110,0,0,0,350,110,1,8,1
4716,1,1,0,0,1,640,80,0,0,0,590,40,0,0,0
4720,1,1,0,0,3,360,360,1,6,0,330,80,0,0,0
4722,0,0,1,0,1,460,40,0,0,0,420,0,1,5,1
4740,1,1,0,0,2,620,60,0,0,0,600,0,2,8,1
4752,0,1,0,0,1,490,150,0,0,1,270,0,2,7,1
4759,1,1,0,0,3,800,160,0,6,0,560,80,1,2,1
4766,1,1,0,0,3,510,150,2,6,0,510,150,0,0,0
4781,1,1,0,0,1,830,370,0,0,6,580,50,0,0,0
4789,1,0,1,0,2,640,10,0,1,5,640,0,1,6,1
4799,1,0,1,1,3,490,10,1,5,1,490,0,0,0,0
4803,0,0,1,0,2,400,60,0,3,0,250,30,1,6,1
4804,1,1,0,0,2,690,60,0,0,0,690,60,0,0,0
4833,1,1,0,0,1,500,60,0,6,0,430,50,0,0,0
4838,0,0,1,1,2,550,60,0,0,0,460,0,1,12,1
4846,1,0,1,1,2,620,50,0,0,6,550,40,0,0,0
4875,1,1,0,0,1,710,60,0,0,0,610,50,1,9,1
4884,0,0,1,0,2,690,90,0,0,0,540,90,1,8,1
4909,0,0,1,0,2,770,310,0,0,1,650,40,2,6,1
4921,1,0,1,0,2,580,50,0,6,0,530,0,2,5,1
4931,0,1,0,0,2,570,70,0,0,0,510,0,1,11,1
4937,1,1,0,0,3,610,60,0,6,0,470,50,0,0,0
4938,1,0,1,0,2,760,60,0,2,3,760,60,0,0,0
4940,1,0,1,0,2,670,90,0,2,0,620,60,0,0,0
4941,1,0,1,0,2,620,50,0,0,0,620,50,0,0,0
4951,1,1,0,0,1,740,60,0,0,5,740,40,1,3,1
4957,0,0,1,0,3,960,240,0,0,0,450,150,1,2,1
4968,1,0,1,0,3,510,120,0,2,0,260,50,0,0,0
4980,1,0,1,1,3,590,190,0,0,0,500,120,0,0,0
4990,1,0,1,0,3,870,100,0,0,3,360,100,1,5,1
4995,1,1,0,0,2,590,60,0,0,6,500,60,0,0,0
5007,1,1,0,0,1,490,140,0,0,1,340,140,1,9,1
5009,1,0,1,0,2,380,60,0,2,0,380,40,0,0,0
5010,1,0,1,0,1,500,0,0,5,1,500,0,0,0,0
5019,1,0,1,0,1,540,80,0,0,6,500,50,1,5,1
5030,0,1,0,0,3,390,390,3,6,0,360,390,0,0,0
5032,1,0,1,1,3,560,60,0,0,3,450,60,0,0,0
5051,1,0,1,1,3,370,50,3,4,0,370,30,0,0,0
5052,1,0,1,0,3,510,360,2,6,0,510,310,0,0,0
5057,1,0,1,0,2,610,50,0,1,5,590,50,0,0,0
5064,0,1,0,0,2,620,120,0,0,6,490,120,1,8,1
5066,1,1,0,0,1,330,270,2,6,0,330,270,1,2,1
5078,0,0,0,0,2,640,90,0,0,0,560,90,1,2,1
5080,0,0,1,0,1,450,50,0,0,0,410,0,1,3,1
5085,0,1,0,0,2,490,50,0,0,0,490,40,0,0,0
5088,1,0,1,0,2,540,130,1,6,0,540,130,0,0,0
5106,1,0,0,0,0,550,50,0,0,5,550,40,0,0,0
5115,1,0,1,0,2,660,20,0,0,5,660,0,1,21,1
5116,1,0,1,0,2,830,150,0,0,5,630,150,1,6,1
5122,1,0,1,1,2,640,60,0,0,0,640,40,1,2,1
5128,1,1,0,0,2,760,90,0,0,0,680,0,1,7,1
5133,1,1,0,0,2,550,100,0,1,3,500,40,0,0,0
5146,0,0,1,0,2,470,470,1,6,0,400,380,0,0,0
5147,0,0,1,0,2,530,60,0,0,0,420,60,1,11,1
5161,0,0,1,1,3,590,110,0,0,6,570,110,1,2,1
5185,1,0,1,0,0,430,270,2,6,0,430,270,0,0,0
5196,1,0,1,0,3,580,190,0,2,0,510,120,0,0,0
5198,1,1,0,0,2,610,60,0,0,6,510,60,1,2,1
5218,0,1,0,0,2,590,50,0,0,6,550,50,1,2,1
5226,1,0,1,0,2,640,0,0,5,0,640,0,0,0,0
5228,0,0,1,0,1,1040,510,2,6,0,110,110,0,0,0
5229,1,0,1,0,3,710,370,0,6,0,460,370,0,0,0
5230,1,0,1,1,2,590,40,0,0,6,580,40,0,0,0
5231,1,0,1,0,3,590,40,0,0,0,570,40,0,0,0
5248,0,1,0,0,2,580,90,0,0,0,360,90,1,2,1
5255,1,1,0,0,2,640,30,0,6,0,640,30,0,0,0
5269,1,1,0,0,1,880,150,0,6,0,560,60,0,0,0
5270,1,0,1,0,0,570,250,0,1,1,210,60,0,0,0
5271,1,0,1,0,3,510,50,0,6,0,380,40,0,0,0
5294,0,0,1,0,2,520,70,0,0,6,520,70,1,2,1
5316,0,0,1,0,3,510,90,0,0,0,320,50,2,4,1
5318,1,1,0,0,2,350,270,1,6,0,350,270,0,0,0
5319,1,1,0,0,1,410,60,0,0,0,350,50,1,2,1
5322,1,1,0,0,2,570,30,0,0,6,520,10,1,6,1
5332,1,1,0,1,2,620,40,0,0,6,560,40,0,0,0
5335,0,1,0,0,3,660,130,2,4,0,610,130,0,0,0
5350,0,0,1,1,1,500,70,0,0,2,370,40,1,2,1
5360,1,0,1,0,3,550,50,0,0,4,440,40,0,0,0
5366,1,0,1,0,2,640,150,0,0,5,640,0,1,3,1
5372,1,0,1,0,2,640,190,1,6,0,560,90,0,0,0
5375,1,0,1,0,3,700,370,2,6,0,700,370,0,0,0
5377,1,1,0,0,3,510,310,0,6,0,330,310,0,0,0
5380,1,0,1,1,2,590,50,0,0,6,540,50,1,3,1
5383,0,0,1,0,3,560,70,0,0,6,510,70,1,8,1
5398,0,0,1,0,3,450,60,0,0,0,390,60,2,7,1
5412,1,0,0,0,2,740,70,0,0,0,740,50,1,2,1
5428,1,1,0,0,2,600,100,0,6,0,540,100,1,6,1
5441,1,1,0,0,2,560,350,1,6,0,560,290,0,0,0
5445,1,1,0,0,2,560,50,0,0,0,460,50,0,0,0
5446,1,1,0,0,1,580,40,0,2,4,530,30,1,3,1
5458,0,0,1,0,2,680,60,0,6,0,660,0,1,4,1
5472,0,0,0,0,1,630,70,0,0,6,570,70,1,12,1
5483,1,0,1,1,2,610,50,0,5,1,610,50,0,0,0
5497,1,1,0,0,1,520,80,0,0,0,330,60,1,2,1
5505,1,0,1,0,2,650,50,0,0,6,610,50,0,0,0
5515,0,0,1,0,2,540,220,0,0,3,520,90,0,0,0
5521,1,0,1,0,3,720,50,0,0,0,600,50,0,0,0
5540,1,0,1,1,3,570,70,0,0,6,530,40,1,2,1
5551,1,1,0,0,2,530,50,0,0,6,490,50,1,5,1
5568,1,1,0,1,2,600,50,0,0,0,550,50,0,0,0
5582,1,1,0,0,2,490,150,0,5,0,350,150,0,0,0
5597,0,1,0,0,2,770,770,2,1,1,630,60,0,0,0
5601,1,0,1,0,2,570,60,0,0,0,440,50,1,2,1
5619,1,0,1,1,2,590,60,0,5,0,590,60,0,0,0
5622,1,0,1,0,1,410,80,0,6,0,410,30,0,0,0
5628,1,1,0,1,2,600,40,0,0,5,600,40,1,2,1
5643,1,1,0,0,2,460,20,1,6,0,460,0,0,0,0
5648,1,1,0,0,1,610,80,0,0,0,590,40,1,2,1
5655,1,0,1,1,2,640,80,0,0,6,590,0,1,6,1
5669,0,1,0,0,2,690,40,0,0,0,590,40,1,2,1
5681,0,1,0,1,2,460,80,0,0,0,360,80,1,12,1
5683,1,0,1,0,1,580,40,0,0,0,570,40,0,0,0
5695,1,0,1,0,3,590,50,0,0,6,490,50,0,0,0
5719,1,1,0,0,3,360,190,0,6,0,360,190,0,0,0
5721,0,0,1,0,1,460,40,0,0,0,400,40,1,12,1
5738,0,0,1,1,1,340,70,0,0,0,280,0,1,12,1
5740,1,0,1,0,3,520,340,1,6,0,520,30,0,0,0
5744,1,1,0,0,3,440,400,3,6,0,440,270,0,0,0
5745,1,0,1,0,3,480,80,0,6,0,480,50,0,0,0
5755,1,1,0,0,1,470,90,0,0,0,400,0,1,11,1
5758,0,0,1,0,2,460,70,0,1,5,460,70,0,0,0
5760,1,1,0,0,2,730,50,0,1,0,730,50,0,0,0
5762,1,1,0,0,2,590,90,0,0,6,520,90,1,2,1
5763,1,1,0,0,2,610,90,0,2,2,540,90,0,0,0
5766,1,0,1,0,1,550,40,0,4,0,450,40,0,0,0
5771,1,1,0,0,2,480,230,3,6,0,480,130,0,0,0
5774,1,0,1,0,1,620,60,0,0,6,590,40,0,0,0
5793,1,1,0,0,2,590,60,0,0,0,540,40,1,9,1
5838,1,0,1,1,1,690,50,0,0,0,690,0,1,4,1
5867,1,0,1,1,2,640,70,0,0,0,640,0,1,10,1
5883,0,1,0,1,2,580,50,0,0,4,500,50,2,4,1
5884,0,0,1,0,3,620,60,0,0,6,560,0,1,4,1
5885,1,1,0,0,2,420,60,0,0,0,370,0,1,11,1
5892,0,0,1,0,1,610,70,0,0,6,550,50,1,2,1
5896,1,0,1,0,1,480,90,0,6,0,420,50,0,0,0
5916,1,1,0,0,2,590,60,0,6,0,540,60,0,0,0
5922,1,0,1,0,3,540,90,0,4,0,540,90,0,0,0
5929,1,1,0,0,1,510,50,0,0,0,510,50,0,0,0
5955,1,0,1,1,2,410,70,0,1,0,410,70,0,0,0
5963,1,1,0,0,3,670,80,0,6,0,530,0,2,7,1
5968,1,1,0,0,3,550,290,3,6,0,550,30,0,0,0
5970,0,0,1,0,3,550,60,0,0,2,480,40,0,0,0
5979,0,0,1,1,3,570,70,0,0,0,490,50,1,11,1
5995,1,0,1,0,3,700,240,2,6,0,700,200,0,0,0
6000,1,1,0,0,2,410,60,0,5,0,410,60,0,0,0
6017,0,1,0,0,2,500,60,0,2,1,500,60,0,0,0
6018,1,0,0,0,1,620,40,0,0,6,620,40,1,3,1
6048,1,0,1,0,2,640,60,0,6,0,640,0,1,3,1
6050,1,1,0,0,0,810,170,0,0,3,590,50,0,0,0
6065,1,1,0,0,1,540,50,0,0,2,390,50,1,2,1
6082,1,1,0,0,2,520,50,0,0,0,490,0,1,9,1
6086,1,0,1,1,2,530,70,0,3,0,530,70,0,0,0
6112,1,0,1,0,3,520,210,2,6,0,520,0,1,2,1
6119,0,0,1,1,2,760,80,0,0,0,630,50,2,8,1
6129,0,0,1,0,3,630,150,0,4,2,500,150,1,2,1
6156,0,1,0,0,2,650,40,0,0,5,650,40,0,0,0
6166,0,1,0,0,2,400,90,0,0,0,310,90,1,4,1
6170,1,1,0,0,2,610,80,0,0,6,610,50,0,0,0
6176,0,0,1,0,1,790,310,0,0,2,680,120,1,6,1
6187,1,1,0,0,2,610,60,0,6,0,610,60,0,0,0
6194,1,0,1,0,2,690,370,0,6,0,590,220,0,0,0
6198,1,1,0,0,2,510,110,0,0,0,390,110,1,4,1
6201,0,1,0,0,3,320,210,3,6,0,320,40,0,0,0
6207,1,0,1,0,3,590,90,0,6,0,480,90,0,0,0
6216,1,1,0,0,1,610,120,0,4,0,240,120,1,2,1
6242,1,0,1,0,2,640,150,0,0,0,640,150,0,0,0
6250,1,0,1,0,2,540,40,0,0,4,200,30,0,0,0
6254,1,0,1,0,2,530,60,0,0,0,370,60,1,2,1
6281,0,0,1,0,3,790,20,0,2,2,790,0,1,9,1
6292,0,0,1,0,3,530,40,0,6,0,530,40,0,0,0
6303,1,0,1,0,3,500,150,0,5,0,500,150,0,0,0
6305,0,0,1,0,3,670,100,0,0,0,540,50,1,7,1
6315,0,0,1,1,3,390,100,0,0,2,130,80,1,2,1
6318,0,0,1,0,2,540,50,0,0,4,420,50,2,4,1
6343,0,1,0,0,1,620,60,0,6,0,540,30,1,10,1
6352,1,0,1,0,3,760,60,0,0,0,760,10,1,11,1
6359,1,0,1,0,3,580,50,0,3,0,540,50,0,0,0
6362,1,0,1,0,1,620,40,0,0,6,610,0,1,3,1
6363,0,0,1,0,3,350,50,0,6,0,350,40,1,2,1
6365,0,1,0,0,1,630,90,0,0,6,620,90,1,2,1
6368,1,0,1,0,3,660,240,0,0,0,640,90,1,6,1
6372,1,0,1,0,2,610,90,0,1,4,560,90,1,2,1
6394,1,0,1,0,3,530,180,0,6,0,500,180,0,0,0
6402,0,0,1,0,2,540,40,0,0,0,450,40,0,0,0
6408,1,0,1,0,2,610,40,0,0,0,520,40,0,0,0
6432,1,1,0,0,1,390,30,0,4,0,370,30,0,0,0
6437,1,1,0,0,2,560,370,2,6,0,330,370,0,0,0
6445,0,1,0,0,3,460,290,3,6,0,460,60,0,0,0
6447,1,1,0,0,3,470,380,2,6,0,470,380,0,0,0
6448,1,0,1,1,2,530,60,0,0,1,530,40,0,0,0
6486,0,1,0,0,1,430,310,1,0,0,430,90,1,2,1
6495,1,1,0,0,0,490,120,0,4,0,280,90,0,0,0
6502,1,0,1,0,1,440,20,0,6,0,440,20,0,0,0
6520,0,0,1,0,3,390,110,0,6,0,280,110,1,2,1
6529,1,0,1,1,2,560,50,0,0,6,510,50,0,0,0
6543,1,1,0,0,3,640,280,3,6,0,640,120,0,0,0
6548,1,0,1,0,3,370,40,0,2,0,370,40,0,0,0
6553,1,1,0,0,1,590,90,1,6,0,590,40,0,0,0
6554,1,0,1,0,3,1070,760,3,6,0,0,30,0,0,0
6555,1,0,1,0,3,820,140,0,0,5,740,0,2,5,1
6567,1,0,1,0,3,440,170,2,5,0,440,0,0,0,0
6569,0,0,1,0,2,400,40,0,1,0,400,20,1,5,1
6575,0,0,1,1,2,520,70,0,0,1,350,60,1,4,1
6584,1,0,1,0,3,400,400,1,6,0,320,70,0,0,0
6588,1,1,0,0,3,650,310,0,6,0,310,260,0,0,0
6596,1,0,1,0,2,540,90,0,0,3,430,90,0,0,0
6604,1,0,0,0,1,630,100,0,2,3,550,90,1,4,1
6607,1,0,1,0,2,660,0,0,0,5,660,0,1,9,1
6623,0,0,1,1,2,450,150,0,0,0,180,0,2,5,1
6629,0,1,0,0,1,660,60,0,0,0,600,50,1,12,1
6633,1,1,0,0,2,760,310,2,6,0,760,0,0,0,0
6635,0,0,1,1,2,560,80,0,0,3,460,0,2,6,1
6643,1,0,1,0,3,580,100,0,0,5,450,100,1,2,1
6647,1,1,0,0,2,420,60,0,6,0,350,0,1,11,1
6657,1,0,1,0,2,550,40,0,0,6,530,0,1,4,1
6677,1,0,1,1,1,530,60,0,0,6,530,0,1,3,1
6678,0,1,0,0,2,600,40,0,0,6,510,40,0,0,0
6682,0,1,0,0,2,430,40,0,0,0,380,0,1,3,1
6688,1,1,0,0,2,470,50,0,2,0,470,0,1,3,1
6701,1,1,0,0,2,670,60,0,0,0,520,60,0,0,0
6717,0,0,1,0,3,610,310,0,6,0,590,60,1,2,1
6733,1,0,1,1,2,610,180,0,0,6,570,40,0,0,0
6748,0,1,0,0,1,460,50,0,0,0,360,50,0,0,0
6751,0,1,0,0,3,690,80,0,0,0,690,40,0,0,0
6753,0,1,0,0,2,520,20,0,0,4,520,0,1,33,1
6754,1,0,1,1,3,640,40,0,0,0,540,40,0,0,0
6770,1,1,0,0,2,380,150,0,6,0,350,150,0,0,0
6771,1,1,0,0,2,610,90,1,3,3,600,90,1,4,1
6775,1,0,1,0,3,740,150,0,6,0,510,150,0,0,0
6788,1,0,1,0,3,550,320,0,2,0,410,150,1,2,1
6800,0,1,0,0,1,580,70,0,0,5,460,70,1,6,1
6817,1,0,1,0,3,540,270,0,6,0,420,150,0,0,0
6828,0,0,1,0,2,430,150,0,0,0,400,0,1,15,1
6837,0,0,1,0,3,620,90,0,0,6,520,90,1,5,1
6842,1,0,1,0,2,560,60,0,0,5,470,50,1,10,1
6851,0,1,0,0,2,770,150,0,0,0,630,40,0,0,0
6873,1,1,0,0,1,420,50,0,0,0,330,50,1,2,1
6885,1,0,1,0,3,550,250,1,6,0,210,40,0,0,0
6896,0,0,1,0,2,470,60,0,1,0,410,40,1,7,1
6927,1,1,0,0,2,750,50,0,6,0,750,40,0,0,0
6929,0,0,1,0,1,610,90,0,0,5,560,50,1,2,1
6940,1,0,1,0,3,880,170,0,6,0,560,90,0,0,0
6959,1,0,1,0,3,400,90,1,6,0,250,60,0,0,0
6974,1,1,0,0,2,450,450,3,6,0,390,430,0,0,0
6995,0,0,1,0,3,590,60,0,0,0,490,50,1,4,1
7000,1,0,1,1,1,710,50,0,2,0,630,50,0,0,0
7003,1,0,1,0,1,370,0,0,5,0,370,0,0,0,0
7008,1,1,0,0,1,600,50,0,0,6,490,40,1,2,1
7016,0,0,1,0,2,830,240,0,6,0,440,170,0,0,0
7017,1,0,1,0,2,610,180,0,0,4,610,50,0,0,0
7019,1,0,1,1,2,620,150,0,0,6,580,50,0,0,0
7046,1,1,0,0,2,420,60,0,6,0,300,0,1,7,1
7060,1,1,0,0,2,460,60,0,6,0,370,40,1,2,1
7061,0,0,1,0,2,560,50,0,0,0,500,0,2,5,1
7063,1,0,1,0,1,630,50,0,3,3,600,50,0,0,0
7082,0,0,1,0,3,490,60,0,2,1,490,0,1,6,1
7091,0,0,1,1,2,640,90,0,0,0,530,90,1,2,1
7095,1,0,1,1,2,450,150,0,0,0,140,60,1,2,1
7128,0,1,0,0,2,690,460,1,6,0,270,180,0,0,0
7130,0,1,0,0,2,730,90,0,6,0,500,50,2,4,1
7143,0,1,0,0,2,740,90,0,0,1,600,50,1,2,1
7160,1,0,1,1,3,810,150,0,0,0,640,60,0,0,0
7163,1,1,0,0,2,520,50,0,0,4,430,40,0,0,0
7183,1,0,1,1,2,420,30,0,4,0,420,30,0,0,0
7187,1,0,1,0,2,640,50,0,0,6,590,50,1,9,1
7191,1,1,0,0,2,610,50,0,1,4,560,50,0,0,0
7192,0,1,0,0,2,630,60,0,0,0,520,60,1,7,1
7193,0,0,1,0,2,800,210,0,6,0,330,90,1,2,1
7198,1,1,0,0,3,520,40,0,0,3,420,40,0,0,0
7233,1,0,1,0,3,620,50,0,0,6,510,50,1,2,1
7234,1,0,1,1,2,390,320,1,5,0,390,0,0,0,0
7237,0,1,0,0,2,750,120,0,0,0,440,60,0,0,0
7245,1,0,1,1,2,300,320,1,6,0,300,40,0,0,0
