,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
3080,1,1,0,0,1,1450,120,0,0,3,1310,90,0,0,0
3082,1,0,1,0,3,1470,460,0,0,0,1330,90,0,0,0
3085,1,0,1,0,1,1930,150,0,0,0,1690,60,0,0,0
3090,1,1,0,0,2,1540,60,0,0,2,1540,60,0,0,0
3091,1,1,0,0,2,1640,150,0,6,0,1520,150,0,0,0
3096,1,0,1,0,3,860,310,0,0,0,630,310,0,0,0
3098,1,1,0,0,1,1200,50,0,3,0,1180,50,0,0,0
3112,1,0,1,0,3,1770,150,0,6,0,1770,70,0,0,0
3118,1,1,0,0,2,1820,90,0,0,3,1740,90,0,0,0
3143,0,1,0,0,2,1700,130,0,0,0,1530,60,1,12,1
3169,1,1,0,0,1,1500,60,0,3,3,1490,60,0,0,0
3174,1,0,1,1,2,1400,390,1,5,0,1400,280,0,0,0
3177,1,0,1,0,2,1430,60,0,0,0,1430,60,0,0,0
3186,1,0,1,0,2,1480,120,0,0,0,1420,0,1,8,1
3192,1,0,1,0,3,1300,80,0,4,0,1300,70,0,0,0
3200,0,1,0,0,2,1870,170,0,0,6,1850,170,1,2,1
3203,1,1,0,0,2,1480,150,1,1,2,1480,50,0,0,0
3215,1,1,0,0,2,1300,150,0,6,0,1030,150,0,0,0
3217,1,0,1,0,1,1240,150,0,6,0,970,150,0,0,0
3219,1,0,1,0,3,1760,310,0,0,0,1020,110,0,0,0
3221,1,0,1,1,2,1260,150,0,0,0,1090,90,0,0,0
3228,1,1,0,0,2,1330,80,0,0,3,1330,70,0,0,0
3232,1,1,0,0,1,1140,50,0,0,0,1140,50,0,0,0
3237,1,1,0,0,2,1520,460,0,0,1,1400,150,0,0,0
3244,1,1,0,0,2,1360,60,0,0,3,1350,60,0,0,0
3249,1,0,1,0,2,1480,70,0,3,3,1400,70,0,0,0
3251,1,1,0,0,0,1440,90,0,3,2,1440,90,0,0,0
3266,1,0,1,0,2,1370,30,0,4,0,1370,30,0,0,0
3272,1,0,1,1,2,1560,150,0,0,3,1490,150,1,2,1
3284,1,0,1,1,2,1250,60,0,0,0,1250,60,0,0,0
3288,1,0,1,0,2,1470,420,0,0,2,1470,150,0,0,0
3323,1,1,0,0,1,1550,60,0,1,3,1550,60,0,0,0
3330,1,0,1,0,2,1520,60,0,0,6,1510,0,1,3,1
3335,0,1,0,0,1,1200,60,0,0,6,1200,50,0,0,0
3337,1,0,1,1,2,2230,160,0,0,2,1470,110,1,2,1
3339,0,1,0,0,3,1290,690,2,6,0,1290,50,0,0,0
3342,1,0,1,0,2,1410,60,0,0,1,1410,40,0,0,0
3347,1,0,1,0,3,1820,70,0,0,6,1680,60,0,0,0
3348,1,0,1,0,1,1960,140,0,0,1,1740,90,2,6,1
3353,1,1,0,0,3,1440,150,0,0,0,1170,150,1,8,1
3356,1,0,1,0,2,1490,150,0,0,0,1260,60,1,2,1
3357,0,1,0,0,1,1240,90,0,0,1,1150,50,1,2,1
3368,1,0,1,0,2,1470,70,0,2,0,1470,70,0,0,0
3371,1,1,0,0,2,1550,60,0,0,0,1400,60,0,0,0
3377,1,1,0,0,2,1520,110,0,3,2,1500,50,0,0,0
3382,1,1,0,0,1,1250,150,0,0,0,1230,150,0,0,0
3404,1,1,0,0,2,1640,180,0,0,0,1310,90,1,2,1
3406,1,0,1,0,3,1450,120,0,3,0,1450,120,0,0,0
3417,1,1,0,0,1,1560,90,0,6,0,1520,90,0,0,0
3423,0,1,0,0,1,1870,90,0,0,3,1840,90,0,0,0
3424,1,0,1,1,2,1460,60,0,1,0,1460,40,0,0,0
3441,1,0,1,0,3,1500,170,0,0,0,1210,170,1,8,1
3451,1,0,1,0,3,1430,180,0,0,5,1190,180,1,2,1
3459,0,0,1,0,2,1730,240,0,3,0,1180,240,1,2,1
3473,1,0,1,0,3,1860,210,0,6,0,1860,210,0,0,0
3483,0,1,0,0,3,1520,120,0,0,3,1480,70,0,0,0
3485,0,1,0,0,1,1470,120,0,0,5,1370,120,2,8,1
3496,1,0,1,1,3,1530,50,0,0,1,1530,50,0,0,0
3507,1,1,0,0,2,1360,150,0,0,2,1360,90,0,0,0
3509,0,0,1,0,2,1460,100,0,0,6,1460,0,1,8,1
3512,0,0,1,0,3,1450,120,0,0,0,1330,0,1,12,1
3524,1,1,0,0,2,1660,60,0,0,2,1660,60,0,0,0
3534,1,1,0,0,1,1490,60,0,0,0,1490,60,0,0,0
3541,1,0,1,0,2,1680,90,0,0,0,1680,90,0,0,0
3546,1,0,1,1,2,1820,150,0,0,0,1820,90,0,0,0
3549,1,1,0,0,2,890,440,3,3,0,640,310,0,0,0
3552,1,1,0,0,2,1540,610,1,1,3,1450,90,1,2,1
3555,1,1,0,0,3,3020,150,0,0,1,1380,50,0,0,0
3575,1,0,1,0,1,1860,210,0,0,6,1640,210,1,12,1
3582,1,1,0,0,2,1220,530,2,6,0,1220,260,0,0,0
3589,0,0,1,0,2,1630,160,0,0,0,1500,0,1,13,1
3593,1,1,0,0,3,2040,160,0,0,1,1720,120,1,6,1
3597,1,1,0,0,2,1330,170,0,0,2,1250,170,1,6,1
3604,1,1,0,0,2,1540,80,0,0,0,1540,50,0,0,0
3621,1,1,0,0,2,1700,60,0,0,0,1670,60,0,0,0
3626,1,0,1,0,2,1550,70,0,0,3,1550,70,0,0,0
3627,1,0,1,0,1,2630,110,0,0,1,1440,60,0,0,0
3628,1,1,0,0,2,1410,60,0,6,0,1200,60,0,0,0
3629,1,1,0,0,1,1830,550,0,0,0,1240,60,0,0,0
3632,1,1,0,0,2,1480,580,0,0,2,1480,70,0,0,0
3643,0,1,0,0,2,1570,480,2,5,0,1570,480,0,0,0
3654,1,1,0,0,2,1320,670,2,3,0,1320,160,0,0,0
3665,1,1,0,0,2,1490,240,0,3,0,1110,180,0,0,0
3683,1,0,1,0,2,1540,250,1,3,3,1540,250,0,0,0
3695,1,1,0,0,2,1410,150,0,0,4,1330,150,1,2,1
3699,1,1,0,0,2,1540,60,0,0,3,1510,60,0,0,0
3709,0,0,1,0,2,1450,40,0,3,1,1450,40,0,0,0
3723,0,0,1,1,1,1350,90,0,0,4,1140,90,1,2,1
3731,1,1,0,0,2,1260,150,0,6,0,1260,150,0,0,0
3741,1,1,0,0,2,1250,150,0,0,6,1150,0,1,10,1
3760,1,0,1,0,0,1410,150,0,5,0,1410,150,0,0,0
3766,0,1,0,0,2,1620,90,0,0,0,1440,60,1,12,1
3789,1,0,1,0,2,1540,70,0,0,3,1540,0,1,3,1
3813,1,1,0,0,2,1800,100,0,0,3,1780,100,0,0,0
3816,0,0,1,0,2,1150,310,0,0,0,1000,90,1,2,1
3817,1,1,0,0,2,1290,120,0,0,2,1290,120,0,0,0
3828,1,1,0,0,3,1260,150,0,2,2,1240,120,0,0,0
3831,1,0,1,0,2,1290,240,0,0,0,1290,240,1,2,1
3844,1,0,1,0,3,1250,310,0,6,0,1250,310,1,4,1
3848,1,0,1,0,3,1460,130,0,0,0,1250,130,1,8,1
3850,0,1,0,0,3,1500,60,0,1,2,1500,50,1,3,1
3857,1,0,1,0,2,1450,110,0,0,6,1340,50,1,2,1
3860,1,0,1,0,3,1580,400,0,0,6,1580,60,0,0,0
3871,0,0,1,0,2,1500,80,0,0,4,1490,70,1,2,1
3877,1,0,1,1,2,1460,90,0,2,3,1460,60,0,0,0
3881,1,0,1,0,0,1990,470,2,3,0,1650,470,0,0,0
3893,1,0,1,0,3,1570,700,0,0,6,1530,90,0,0,0
3898,0,0,1,0,2,1430,120,0,0,0,1270,120,1,2,1
3899,1,1,0,1,2,1550,60,0,0,6,1510,60,0,0,0
3908,1,0,1,1,2,1450,50,0,0,2,1450,50,0,0,0
3916,0,0,1,0,1,1560,80,0,0,6,1560,80,1,2,1
3930,1,1,0,0,2,1150,30,0,4,0,1150,30,0,0,0
3937,1,0,1,0,3,1400,100,0,0,0,1260,10,1,11,1
3948,1,0,1,0,2,1650,180,0,0,6,1570,60,1,2,1
3954,1,0,1,0,3,1110,370,2,6,0,1060,310,0,0,0
3958,0,0,1,0,3,1280,110,0,0,1,1090,110,1,8,1
3966,1,0,1,0,2,1810,370,0,0,5,1350,150,1,17,1
3976,1,0,1,0,2,1510,280,1,3,2,1490,50,1,2,1
3997,1,0,1,0,2,1230,90,0,0,0,1230,50,0,0,0
4011,1,0,1,0,2,3040,110,0,3,3,1460,110,0,0,0
4017,1,0,1,1,3,1430,60,0,0,2,1430,50,0,0,0
4020,1,0,1,1,2,1550,70,0,2,3,1520,70,0,0,0
4056,1,0,1,0,2,1680,190,0,0,6,1490,70,1,4,1
4071,1,0,1,0,2,1470,90,0,0,0,1440,90,0,0,0
4073,1,0,1,0,2,1220,150,0,0,0,1190,60,0,0,0
4075,0,1,0,0,2,1700,120,0,0,2,1660,80,0,0,0
4077,0,0,1,0,2,1560,80,0,0,3,1520,80,1,7,1
4092,1,0,1,0,2,1260,270,0,3,1,940,120,2,8,1
4098,0,1,0,0,2,1870,110,0,0,2,1870,50,2,4,1
4108,1,0,1,0,3,1900,460,0,6,0,1310,160,1,2,1
4121,1,1,0,0,2,1560,180,0,0,0,1330,60,1,2,1
4124,0,0,1,0,2,1670,250,0,0,3,1350,0,2,8,1
4127,0,1,0,0,1,1500,60,0,2,4,1430,60,0,0,0
4130,0,1,0,0,2,1330,60,0,3,3,1300,60,0,0,0
4138,1,0,1,0,3,1480,80,0,0,6,1470,50,0,0,0
4142,1,1,0,0,2,1540,110,0,0,6,1480,70,0,0,0
4145,0,1,0,0,2,1450,120,0,0,6,1320,0,1,11,1
4146,1,0,1,0,2,1710,150,0,0,0,1460,120,0,0,0
4167,1,1,0,0,1,1320,60,0,0,0,1180,60,0,0,0
4168,0,0,1,0,2,1960,90,0,0,0,1720,90,0,0,0
4182,1,0,1,0,2,1510,60,0,0,0,1510,40,0,0,0
4187,0,1,0,0,2,1550,70,0,0,3,1550,70,0,0,0
4191,0,0,1,0,2,1540,80,0,0,3,1540,70,0,0,0
4196,0,0,1,0,2,1510,90,0,0,0,1470,0,1,3,1
4210,1,1,0,0,1,1650,310,0,1,0,1650,310,0,0,0
4217,0,0,1,0,2,1490,240,0,0,6,1230,60,1,11,1
4223,1,0,1,0,2,1450,460,1,1,1,1450,250,0,0,0
4233,1,1,0,0,2,1680,70,0,0,3,1660,70,0,0,0
4241,1,0,1,0,3,1530,60,0,1,5,850,60,0,0,0
4243,1,0,1,0,1,1790,90,0,3,0,1790,90,0,0,0
4248,1,1,0,0,1,1670,130,0,0,0,1490,70,1,15,1
4253,1,1,0,0,2,1850,120,0,0,2,1850,90,0,0,0
4254,1,1,0,0,2,1220,140,0,0,0,1220,140,0,0,0
4255,1,0,1,0,2,1560,80,0,0,2,1560,80,0,0,0
4270,1,1,0,0,3,1640,100,0,0,0,1410,100,0,0,0
4274,1,0,1,0,3,1870,120,0,0,0,1870,60,0,0,0
4276,1,0,1,0,2,1760,60,0,0,0,1760,60,0,0,0
4284,0,1,0,0,1,1320,70,0,2,0,1250,70,0,0,0
4288,1,0,1,0,2,2020,150,0,0,0,1810,70,0,0,0
4307,1,1,0,0,2,1150,700,1,6,0,1150,90,0,0,0
4308,1,0,1,0,2,1530,50,0,0,2,1520,50,0,0,0
4313,1,0,1,0,2,1440,920,2,2,1,1440,50,0,0,0
4328,1,0,1,0,3,1540,150,0,4,2,1540,150,0,0,0
4332,1,1,0,0,1,1310,120,0,6,0,1150,120,1,8,1
4334,1,1,0,0,1,1530,150,0,0,1,1530,40,0,0,0
4341,1,1,0,0,2,1430,90,0,0,3,1410,60,0,0,0
4349,1,1,0,0,2,1480,50,0,0,2,1480,0,1,4,1
4351,0,1,0,0,2,1210,110,0,0,0,1060,110,1,2,1
4354,1,0,1,0,3,1220,90,0,0,0,1080,60,1,4,1
4366,0,1,0,0,2,1920,50,0,0,0,1920,0,1,9,1
4367,1,1,0,0,2,1550,60,0,0,3,1520,60,0,0,0
4374,0,0,1,0,1,1570,60,0,0,6,1570,0,1,15,1
4388,1,1,0,0,3,1560,880,2,5,0,1560,50,0,0,0
4393,1,0,1,0,3,1170,60,0,0,0,1170,50,0,0,0
4399,1,0,1,0,3,1150,610,0,6,0,1030,270,0,0,0
4402,1,0,1,0,3,1740,80,0,3,0,1720,80,1,2,1
4403,1,0,1,0,2,1560,60,0,0,2,1560,60,0,0,0
4404,0,0,1,0,2,1880,170,0,0,0,1620,120,1,17,1
4407,1,0,1,0,2,1550,70,0,0,3,1550,60,0,0,0
4417,1,1,0,0,1,1340,120,2,6,0,1340,50,0,0,0
4423,1,1,0,0,2,1210,50,0,1,0,1170,50,0,0,0
4426,1,1,0,0,2,1470,80,0,0,0,1280,60,0,0,0
4430,1,1,0,0,2,1850,310,0,2,0,1850,90,0,0,0
4437,1,1,0,0,2,1420,90,0,0,3,1390,70,0,0,0
4449,1,0,1,0,2,1630,150,0,6,0,1520,150,0,0,0
4455,1,0,1,0,3,1540,90,0,0,3,1440,0,1,3,1
4470,1,0,0,0,1,1610,70,0,0,0,1460,70,1,12,1
4479,1,1,0,0,2,1390,210,0,0,1,1200,210,0,0,0
4488,1,0,1,0,3,2240,460,0,0,0,1550,290,1,2,1
4495,1,1,0,0,1,1510,60,0,0,5,1480,60,0,0,0
4499,1,0,1,1,2,1380,70,0,0,0,1220,50,0,0,0
4500,0,0,1,1,2,1600,60,0,0,0,1600,50,0,0,0
4514,0,1,0,0,2,1450,210,0,0,3,1450,70,0,0,0
4519,1,0,1,0,2,1340,370,0,4,0,1020,90,0,0,0
4521,1,1,0,0,2,1510,60,0,0,3,1510,60,0,0,0
4522,1,1,0,0,2,1840,220,0,4,0,1580,60,2,4,1
4527,0,0,1,0,2,1590,130,0,0,5,1500,50,1,7,1
4534,1,0,1,0,1,1840,140,0,0,4,1770,80,1,2,1
4543,1,0,1,0,3,1290,70,0,0,4,1290,70,1,3,1
4547,1,0,1,0,1,1670,340,0,3,0,1670,340,0,0,0
4548,1,1,0,0,2,1450,120,0,6,0,1450,90,0,0,0
4557,1,1,0,0,3,1600,230,0,0,0,1330,230,1,2,1
4560,0,0,1,0,1,1540,150,0,1,5,1540,70,0,0,0
4583,0,1,0,0,2,1900,80,0,0,0,1740,80,1,12,1
4601,1,0,1,0,2,1840,80,0,0,3,1820,80,0,0,0
4606,0,1,0,0,2,1550,300,2,3,3,1550,70,0,0,0
4613,1,0,1,0,2,1440,50,0,4,1,1440,50,0,0,0
4616,1,1,0,0,2,1780,330,0,1,0,1680,70,0,0,0
4623,1,0,0,0,2,2480,50,0,0,5,1600,50,0,0,0
4641,1,0,1,0,3,1530,80,0,0,2,1490,70,0,0,0
4649,1,0,1,0,2,1190,200,0,0,0,1190,200,1,2,1
4654,1,1,0,0,2,1530,70,0,0,3,1510,60,0,0,0
4655,1,1,0,0,3,1580,210,0,0,0,1200,90,1,2,1
4657,1,1,0,0,2,1450,110,0,0,6,1240,90,0,0,0
4659,0,1,0,0,2,1490,120,0,0,0,1350,60,1,12,1
4660,1,1,0,0,3,1840,210,1,1,0,1840,70,0,0,0
4667,1,0,1,0,3,1660,180,0,0,5,1410,180,1,2,1
4671,1,0,1,0,2,1520,310,0,0,0,1520,70,0,0,0
4672,1,1,0,0,2,1260,70,0,4,0,1240,70,0,0,0
4673,0,0,1,0,2,1490,310,0,0,5,1490,10,1,12,1
4686,1,0,1,0,2,1740,70,0,0,3,1710,70,0,0,0
4699,1,1,0,0,1,1350,270,0,0,1,1350,270,0,0,0
4707,0,0,1,0,2,1290,60,0,0,2,1290,60,1,2,1
4712,1,0,1,1,2,1670,830,2,4,1,1670,0,0,0,0
4717,1,1,0,0,2,1670,60,0,0,2,1670,60,0,0,0
4719,1,0,1,0,2,1850,60,0,0,3,1840,60,1,6,1
4721,1,0,1,0,3,950,370,0,6,0,430,370,0,0,0
4726,0,0,1,0,0,1550,50,0,0,2,1550,50,0,0,0
4730,1,0,1,0,3,1460,210,0,3,0,1460,150,0,0,0
4746,1,1,0,0,2,1580,90,0,0,0,1420,90,1,11,1
4774,0,1,0,0,2,1540,60,0,0,0,1400,60,1,12,1
4784,0,0,1,0,2,1520,70,0,0,3,1480,70,0,0,0
4797,1,0,1,0,2,1560,70,0,6,0,1560,70,0,0,0
4800,1,1,0,1,1,1480,70,0,0,5,1420,70,0,0,0
4802,1,0,1,0,2,1440,140,0,0,3,1380,60,0,0,0
4806,1,1,0,0,2,1290,90,0,0,0,1290,60,0,0,0
4810,1,0,1,0,3,1850,310,2,5,0,1850,150,0,0,0
4811,0,0,1,0,2,1550,60,0,0,3,1550,60,0,0,0
4815,1,0,0,0,2,1370,60,0,0,6,1370,60,0,0,0
4816,1,0,1,0,2,1220,60,0,0,0,1220,60,0,0,0
4819,1,0,1,0,3,1570,150,0,0,6,1570,80,0,0,0
4827,1,0,1,0,2,1820,100,0,0,3,1780,100,0,0,0
4842,1,0,1,0,2,2560,460,0,1,0,1190,310,0,0,0
4844,1,0,1,0,3,1750,70,0,0,0,1750,60,0,0,0
4847,1,1,0,0,1,1500,50,0,0,1,1500,30,2,7,1
4855,0,0,1,0,3,1530,70,0,1,3,1480,70,0,0,0
4856,1,0,1,0,2,1590,60,0,2,1,1590,60,0,0,0
4857,0,1,0,0,1,1480,120,0,0,6,1390,0,1,7,1
4859,1,0,1,0,3,1840,150,0,6,0,1700,90,0,0,0
4861,1,1,0,0,2,1340,60,0,0,0,1340,60,0,0,0
4871,1,1,0,0,2,1510,70,0,0,0,1470,70,0,0,0
4872,1,1,0,0,1,1270,90,0,0,1,1270,50,0,0,0
4882,0,0,1,0,2,1550,120,0,0,6,1320,120,1,12,1
4887,1,0,1,0,2,2670,610,0,0,1,1580,60,0,0,0
4892,1,1,0,0,2,1490,60,0,4,2,1490,60,0,0,0
4897,1,1,0,0,2,1770,60,0,0,0,1770,60,0,0,0
4932,1,0,1,0,2,1560,80,0,0,6,1560,60,0,0,0
4933,1,0,1,1,2,1330,610,0,2,0,1180,310,0,0,0
4935,1,1,0,0,2,1300,610,0,0,1,1300,310,0,0,0
4949,1,0,1,0,2,1540,600,0,0,2,1540,70,0,0,0
4959,1,0,1,1,3,1230,170,0,6,0,1070,50,0,0,0
4964,1,1,0,0,1,1420,90,0,6,0,1230,50,0,0,0
4966,1,1,0,0,1,1400,60,0,0,2,1400,40,0,0,0
4967,0,0,1,1,2,1530,60,0,0,3,1530,60,0,0,0
4972,1,0,1,0,2,1520,70,0,3,3,1520,70,0,0,0
4974,1,0,1,0,2,1930,80,0,0,0,1740,80,1,2,1
4979,1,1,0,0,3,1610,620,2,4,0,1610,300,0,0,0
4988,0,1,0,0,2,1730,130,0,0,0,1570,0,2,5,1
4989,1,0,1,0,3,1760,40,0,5,0,1760,40,1,2,1
5003,1,1,0,0,1,1610,310,0,0,0,1360,50,0,0,0
5012,1,0,1,0,1,1640,150,0,0,6,1640,0,1,11,1
5026,1,1,0,0,2,1470,60,0,0,6,1470,50,0,0,0
5034,0,0,1,1,3,1510,60,0,3,3,1470,60,0,0,0
5049,1,0,1,0,1,1360,150,0,0,4,1110,90,1,4,1
5050,1,1,0,0,2,1500,80,0,0,6,1390,80,0,0,0
5062,1,0,1,0,2,1480,70,0,0,3,1440,70,0,0,0
5089,1,1,0,0,2,1210,60,0,0,0,1140,60,0,0,0
5096,0,1,0,0,1,1450,40,0,0,1,1450,40,1,2,1
5099,0,0,1,0,3,1550,120,0,0,6,1400,120,1,8,1
5104,1,0,1,0,1,1860,440,0,0,3,1850,430,0,0,0
5136,0,1,0,0,2,1340,90,0,0,3,1300,90,1,2,1
5141,1,0,1,0,3,1520,140,0,0,0,1370,60,0,0,0
5142,1,1,0,0,1,1910,240,0,0,3,1910,70,0,0,0
5164,1,0,1,0,2,1790,90,0,0,0,1720,70,0,0,0
5186,1,0,1,0,3,1220,80,0,6,0,1170,80,0,0,0
5195,1,0,1,0,2,1450,120,0,0,6,1450,70,0,0,0
5197,1,1,0,0,2,1490,60,0,0,6,1460,60,0,0,0
5200,0,0,1,0,3,1690,70,0,0,2,1690,70,0,0,0
5206,1,1,0,0,3,1830,110,0,0,0,1610,90,0,0,0
5216,1,0,1,0,1,1430,70,0,0,3,1390,70,0,0,0
5221,0,1,0,1,2,1490,240,0,0,1,1490,60,0,0,0
5222,1,0,1,0,1,1120,610,2,6,0,1120,0,0,0,0
5224,1,0,1,1,2,1560,100,0,0,2,1530,60,1,6,1
5225,1,0,1,1,3,1800,150,0,0,6,1760,80,1,2,1
5233,1,0,1,0,3,1250,90,0,0,1,1200,0,1,5,1
5240,1,0,1,0,2,1470,150,0,3,3,1400,110,0,0,0
5241,1,0,1,0,3,1350,90,0,0,0,1260,50,1,6,1
5243,1,0,1,0,3,1660,90,0,0,0,1640,70,0,0,0
5260,0,0,1,1,2,1220,70,0,0,6,1130,0,2,7,1
5264,1,0,1,0,2,1530,90,0,0,3,1410,90,0,0,0
5273,0,1,0,0,2,1870,150,0,0,6,1710,80,1,6,1
5276,1,0,1,0,1,1820,80,0,0,6,1790,70,1,2,1
5279,1,1,0,0,1,1160,60,0,1,0,1140,60,0,0,0
5281,0,0,1,0,2,1510,60,0,0,3,1490,60,0,0,0
5289,1,1,0,0,2,1800,100,0,0,2,1740,90,0,0,0
5292,1,1,0,0,2,1530,80,0,0,6,1500,80,0,0,0
5297,1,0,1,1,2,1530,40,0,0,1,1530,40,0,0,0
5308,1,0,1,0,3,1880,200,0,0,0,1590,150,0,0,0
5311,1,1,0,0,2,1190,310,0,0,0,940,310,1,2,1
5315,1,0,1,0,2,1320,80,0,6,0,1150,50,0,0,0
5327,1,1,0,0,1,1330,60,0,4,0,1150,60,0,0,0
5330,1,1,0,0,1,1540,70,0,3,3,1460,70,0,0,0
5336,1,0,1,0,2,2630,60,0,0,5,820,60,0,0,0
5337,0,1,0,0,2,1390,70,0,0,2,1390,70,0,0,0
5345,1,0,0,0,2,1560,120,0,0,6,1560,0,1,3,1
5355,1,1,0,0,2,1850,90,0,0,6,1760,90,0,0,0
5365,0,0,0,0,1,1390,150,0,0,3,1390,60,0,0,0
5368,1,1,0,0,2,1370,100,0,0,0,1190,60,1,2,1
5382,1,1,0,0,2,1180,90,0,0,6,1180,90,0,0,0
5402,1,0,1,0,3,1480,80,0,2,2,1480,80,0,0,0
5406,1,0,1,0,3,1380,90,0,0,6,1340,70,0,0,0
5408,1,0,1,0,0,1590,70,0,0,1,1590,60,0,0,0
5421,1,1,0,0,1,1600,350,0,4,0,1600,350,0,0,0
5427,1,1,0,0,1,1190,210,0,0,0,1080,210,1,2,1
5434,0,1,0,0,1,1150,200,1,3,0,1150,50,1,2,1
5448,1,0,1,0,3,1490,70,0,4,2,1460,70,0,0,0
5453,1,0,0,0,2,1510,880,1,0,2,1500,60,0,0,0
5454,1,0,1,0,1,1360,170,0,0,0,1060,60,1,6,1
5508,1,1,0,0,1,1790,210,0,0,1,1790,210,0,0,0
5511,1,0,1,0,3,1560,130,0,0,6,850,50,1,4,1
5530,1,1,0,0,2,1610,100,0,0,5,1610,100,0,0,0
5549,1,0,1,1,2,3010,60,0,0,3,1530,30,1,3,1
5556,1,0,1,0,2,1610,60,0,0,3,1570,60,0,0,0
5566,1,0,1,0,2,1470,500,0,0,0,1470,150,0,0,0
5580,1,1,0,0,3,1830,70,0,0,0,1830,0,1,3,1
5583,1,0,1,1,3,1840,130,0,0,3,1750,130,1,2,1
5589,1,1,0,0,2,1450,60,0,1,1,1450,60,0,0,0
5602,1,0,1,0,3,1280,120,0,0,1,1280,120,0,0,0
5604,0,0,1,0,2,2000,150,0,0,6,1730,90,1,2,1
5611,1,0,1,0,2,1540,60,0,1,5,1530,60,0,0,0
5620,1,1,0,0,2,1320,60,0,0,0,1150,60,0,0,0
5630,0,0,1,0,2,1250,100,0,0,6,1190,60,1,2,1
5631,1,0,1,0,1,1860,150,0,4,0,1840,130,0,0,0
5638,1,0,1,0,3,1520,170,0,0,6,1320,0,1,3,1
5641,1,0,1,0,2,1450,50,0,0,0,1310,50,0,0,0
5647,0,0,1,1,2,1480,80,0,3,3,1440,80,1,2,1
5652,0,1,0,0,3,1150,230,1,6,0,1150,40,0,0,0
5658,0,1,0,0,2,1560,50,0,1,4,1560,30,1,8,1
5677,1,1,0,0,1,1580,460,0,0,2,1350,80,0,0,0
5678,1,1,0,0,2,1400,60,0,0,0,1240,60,0,0,0
5711,1,1,0,0,2,1480,150,0,0,3,1420,60,0,0,0
5723,1,0,1,1,2,1450,170,0,0,0,1280,0,2,7,1
5724,0,0,1,0,3,1550,120,0,0,6,1400,120,1,12,1
5734,0,1,0,0,2,1820,80,0,0,3,1770,70,0,0,0
5775,1,1,0,0,2,1210,90,0,6,0,1210,50,0,0,0
5776,1,1,0,0,2,1540,60,0,2,0,1540,60,0,0,0
5778,1,0,1,0,1,1680,50,0,0,1,1680,50,0,0,0
5779,1,1,0,0,2,1580,60,0,0,4,1410,60,0,0,0
5801,1,0,1,0,3,930,460,0,6,0,930,310,0,0,0
5821,1,1,0,0,2,1750,80,0,0,0,1580,60,0,0,0
5824,1,1,0,0,1,1650,80,0,0,3,1650,0,1,4,1
5825,1,1,0,0,1,1510,60,0,0,3,1480,60,1,2,1
5828,1,0,1,0,2,1590,60,0,0,3,1580,60,1,6,1
5845,1,1,0,0,2,1820,120,0,0,6,1740,110,1,22,1
5846,0,1,0,0,3,2520,610,0,0,3,1770,150,1,4,1
5858,1,0,1,0,3,1570,0,0,5,1,1570,0,0,0,0
5861,1,0,1,0,1,1520,610,1,1,3,1450,70,0,0,0
5872,1,0,1,0,1,1220,930,0,0,0,1120,70,0,0,0
5879,1,0,1,1,2,1310,50,0,0,1,1310,50,0,0,0
5881,1,0,1,0,3,1980,150,0,6,0,1480,150,0,0,0
5887,1,0,1,0,3,1210,150,0,6,0,1210,150,0,0,0
5902,1,0,1,0,3,1430,760,0,0,1,920,60,1,4,1
5906,1,1,0,0,2,1520,70,0,0,3,1520,70,0,0,0
5926,1,1,0,0,1,1710,90,0,0,6,1700,80,0,0,0
5938,1,1,0,0,2,1250,60,0,0,0,1050,60,0,0,0
5940,1,0,1,0,3,1770,180,0,0,6,1580,60,0,0,0
5944,1,0,1,0,3,1350,150,1,6,0,1350,40,0,0,0
5964,1,0,1,0,3,1720,120,0,0,0,1720,80,0,0,0
5965,1,1,0,0,2,1370,80,0,0,2,1370,50,0,0,0
5966,1,0,1,0,2,1910,120,0,0,0,1830,120,0,0,0
5992,1,0,1,0,2,1670,400,0,0,0,1590,0,1,3,1
5996,1,1,0,0,1,1540,170,0,0,3,1540,60,0,0,0
5997,1,0,1,0,1,1230,310,0,5,0,690,90,1,2,1
6019,0,1,0,0,3,1320,60,0,5,0,1320,60,1,2,1
6052,1,1,0,0,2,1350,70,0,2,4,1350,0,1,3,1
6097,0,1,0,0,2,1520,70,0,0,6,1520,70,0,0,0
6099,1,1,0,0,2,1870,150,0,0,3,1820,100,0,0,0
6103,1,0,1,0,1,1810,90,0,0,3,1730,70,0,0,0
6105,1,1,0,0,2,1550,60,0,0,3,1550,60,0,0,0
6113,1,0,1,1,1,1450,40,0,0,1,1450,40,0,0,0
6138,0,1,0,0,1,1530,80,0,0,6,1380,60,1,2,1
6162,1,1,0,0,1,1230,40,1,2,1,1230,40,0,0,0
6181,0,1,0,0,2,1870,100,0,0,0,1870,0,1,10,1
6190,1,1,0,0,2,1390,150,0,0,2,1390,90,0,0,0
6195,1,0,1,0,2,1320,60,0,3,2,1280,60,0,0,0
