,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
2879,1,0,1,1,3,20,20,2,6,0,10,20,0,0,0
2893,1,0,0,1,2,130,50,1,6,0,130,0,1,3,1
2899,1,0,1,0,2,40,40,2,6,0,30,40,1,2,1
2901,1,1,0,0,3,100,30,2,6,0,100,30,2,6,1
2911,1,1,0,0,3,40,40,0,6,0,40,40,0,0,0
2912,0,0,1,0,3,180,180,2,6,0,80,80,0,0,0
2927,0,0,1,0,3,20,20,1,6,0,10,10,0,0,0
2934,1,0,1,1,3,10,50,2,6,0,0,0,1,1,1
2953,1,1,0,0,2,210,220,5,5,0,80,90,0,0,0
2959,1,0,1,0,1,80,540,2,6,0,70,70,0,0,0
2962,0,0,1,0,3,50,50,1,6,0,20,20,1,2,1
2973,1,1,0,1,2,10,0,0,6,0,0,0,1,12,1
2975,1,1,0,0,1,100,100,1,6,0,60,0,0,0,0
2978,1,0,1,0,3,60,60,1,6,0,10,10,0,0,0
2979,1,0,1,0,3,280,280,2,6,0,100,60,0,0,0
2981,1,1,0,0,2,20,20,1,6,0,0,0,1,1,1
2986,1,0,1,0,1,50,50,2,6,0,50,30,0,0,0
2991,0,1,0,0,3,120,10,1,6,0,120,0,0,0,0
3013,1,0,1,0,3,40,40,3,6,0,20,30,0,0,0
3025,1,1,0,0,2,0,590,1,6,0,0,0,0,0,0
3032,1,0,1,0,1,60,60,1,6,0,30,20,0,0,0
3033,1,0,1,0,2,40,40,1,6,0,30,0,1,14,1
3035,1,1,0,0,3,10,10,1,6,0,0,10,1,1,1
3042,1,1,0,0,2,120,310,4,6,0,0,0,0,0,0
3045,1,1,0,0,3,10,10,0,6,0,10,10,0,0,0
3049,1,0,1,0,2,90,90,2,6,0,60,90,1,2,1
3052,1,1,0,0,3,130,190,5,6,0,0,10,1,1,1
3053,1,1,0,0,2,20,20,1,6,0,10,10,0,0,0
3054,0,1,0,0,3,140,140,3,6,0,0,40,1,1,1
3065,0,0,1,0,3,150,30,0,6,0,110,30,1,8,1
3066,1,0,1,0,1,50,50,4,6,0,0,30,1,1,1
3067,0,1,0,0,3,30,30,1,6,0,0,30,0,0,0
3079,1,1,0,0,1,40,40,3,6,0,10,0,0,0,0
3084,1,1,0,0,1,10,330,1,6,0,10,10,0,0,0
3086,1,0,1,1,2,10,0,0,6,0,10,0,1,32,1
3094,0,1,0,0,3,60,40,0,6,0,60,40,0,0,0
3095,1,1,0,0,3,50,50,2,6,0,10,30,0,0,0
3101,1,0,1,0,2,60,60,3,6,0,50,50,0,0,0
3123,1,0,1,0,3,60,70,2,6,0,10,30,0,0,0
3138,1,0,1,0,1,50,50,2,6,0,10,50,0,0,0
3147,0,0,1,1,2,50,50,2,6,0,10,50,0,0,0
3154,1,0,1,0,2,50,50,2,6,0,0,50,2,3,1
3155,1,1,0,0,3,30,30,1,6,0,30,10,0,0,0
3159,1,1,0,0,2,140,140,2,6,0,50,50,0,0,0
3166,0,0,1,0,3,80,80,3,6,0,0,50,1,1,1
3176,1,0,1,0,2,40,20,0,6,0,40,20,0,0,0
3182,1,1,0,0,1,90,90,2,6,0,80,40,0,0,0
3185,0,0,1,0,3,60,30,0,6,0,40,30,1,4,1
3188,1,0,1,0,3,230,230,3,6,0,20,140,0,0,0
3189,1,0,1,1,2,90,40,0,6,0,40,30,0,0,0
3205,0,0,1,0,3,30,90,3,6,0,0,0,1,1,1
3214,1,1,0,0,2,90,40,3,6,0,90,0,0,0,0
3223,0,0,1,0,2,80,80,1,6,0,50,0,0,0,0
3240,1,0,1,0,2,110,0,0,6,0,110,0,0,0,0
3242,0,1,0,0,2,80,0,0,6,0,80,0,1,4,1
3252,1,1,0,0,2,30,30,2,6,0,0,30,0,0,0
3253,0,1,0,0,1,150,40,0,6,0,150,0,1,6,1
3262,1,1,0,0,1,50,50,2,6,0,30,30,0,0,0
3280,1,0,1,0,3,20,20,2,6,0,20,0,0,0,0
3281,1,0,1,0,3,130,130,1,6,0,50,130,0,0,0
3282,1,1,0,0,1,30,30,1,6,0,0,0,1,1,1
3286,1,0,1,0,3,40,40,2,6,0,0,0,1,1,1
3289,1,1,0,0,2,30,30,2,6,0,30,0,1,2,1
3292,1,1,0,0,1,20,20,2,6,0,10,10,0,0,0
3306,1,1,0,0,2,20,20,1,6,0,0,0,0,0,0
3314,1,0,1,0,3,30,30,2,6,0,0,0,0,0,0
3332,0,1,0,0,3,100,100,3,6,0,0,0,0,0,0
3345,0,0,1,0,2,0,240,1,6,0,0,0,1,1,1
3346,0,1,0,0,2,80,0,0,6,0,80,0,1,4,1
3361,1,1,0,0,3,170,170,4,6,0,60,140,1,2,1
3367,0,1,0,0,2,10,10,0,6,0,10,10,0,0,0
3378,1,0,1,0,3,0,0,0,6,0,0,0,1,20,1
3381,1,0,1,0,2,120,40,1,6,0,90,40,0,0,0
3387,1,1,0,0,3,210,210,2,6,0,60,40,0,0,0
3394,1,0,1,0,3,80,90,2,6,0,50,20,2,4,1
3402,0,1,0,0,2,260,240,2,6,0,160,0,1,2,1
3409,1,1,0,0,2,220,450,4,6,0,220,10,0,0,0
3428,1,0,1,0,3,130,150,5,6,0,0,0,1,1,1
3429,1,0,1,0,1,270,710,3,6,0,0,0,0,0,0
3431,1,1,0,0,1,220,220,3,6,0,130,60,0,0,0
3432,1,0,1,0,3,60,20,1,6,0,60,0,1,4,1
3434,0,1,0,0,3,230,230,2,6,0,10,10,0,0,0
3436,1,0,0,0,2,140,30,0,6,0,110,30,0,0,0
3442,0,1,0,0,2,30,60,3,6,0,0,0,1,1,1
3443,1,1,0,0,3,80,180,4,6,0,20,40,1,1,1
3444,1,0,1,0,3,80,250,3,6,0,20,80,0,0,0
3449,1,1,0,0,2,260,290,4,6,0,20,0,1,1,1
3453,1,1,0,0,2,80,80,1,6,0,80,0,0,0,0
3466,1,1,0,0,3,40,40,1,6,0,30,30,0,0,0
3470,0,0,1,0,3,60,90,2,6,0,0,0,1,1,1
3480,1,0,1,0,3,60,60,3,6,0,20,30,0,0,0
3482,1,0,1,0,3,110,80,1,6,0,110,80,0,0,0
3487,1,0,1,0,3,20,20,2,6,0,0,0,0,0,0
3504,1,1,0,0,3,180,180,2,6,0,10,10,0,0,0
3508,1,0,1,0,3,160,160,2,6,0,30,40,1,4,1
3515,1,0,1,0,2,60,60,2,6,0,10,10,0,0,0
3518,1,1,0,0,3,120,120,3,6,0,30,40,0,0,0
3520,1,1,0,0,3,0,120,1,6,0,0,0,1,1,1
3523,1,1,0,0,2,20,20,2,6,0,0,0,0,0,0
3530,1,1,0,1,1,10,20,1,6,0,10,20,0,0,0
3533,0,0,1,0,2,40,30,3,6,0,10,30,0,0,0
3550,0,1,0,0,2,90,90,2,6,0,60,0,1,5,1
3558,1,0,1,1,2,110,410,4,4,0,30,80,0,0,0
3564,1,1,0,0,2,140,140,1,6,0,70,70,0,0,0
3565,0,0,1,0,3,30,30,3,6,0,30,0,0,0,0
3568,0,0,1,0,3,130,90,1,6,0,130,0,1,5,1
3577,0,0,1,0,1,60,60,2,6,0,20,60,1,6,1
3578,1,0,1,0,3,20,20,3,6,0,0,10,1,1,1
3580,0,1,0,0,3,20,20,2,6,0,10,20,0,0,0
3586,1,1,0,0,3,20,20,1,6,0,0,0,1,1,1
3587,1,1,0,0,2,10,40,1,6,0,10,10,0,0,0
3599,1,0,1,1,2,310,310,4,6,0,10,150,1,2,1
3603,1,0,1,0,3,200,350,3,6,0,0,70,1,1,1
3620,1,0,1,0,3,100,80,3,6,0,100,20,0,0,0
3649,1,0,1,0,1,20,20,1,6,0,20,0,1,2,1
3671,1,0,1,0,2,150,260,3,6,0,20,20,0,0,0
3677,1,1,0,0,1,10,20,1,6,0,10,10,0,0,0
3697,1,0,1,0,3,50,70,2,6,0,50,0,1,2,1
3703,1,1,0,0,2,10,20,1,6,0,10,10,0,0,0
3712,1,1,0,0,2,30,50,2,6,0,0,0,2,3,1
3717,1,0,1,0,3,140,140,1,6,0,0,0,1,1,1
3719,1,0,1,0,2,40,40,2,6,0,20,20,1,4,1
3720,0,1,0,0,2,20,20,1,6,0,0,0,1,1,1
3726,1,1,0,0,3,30,30,2,6,0,20,30,0,0,0
3727,1,0,1,1,2,50,50,3,6,0,30,50,0,0,0
3745,1,1,0,0,3,110,110,2,6,0,50,110,0,0,0
3746,1,1,0,0,1,110,110,3,6,0,60,100,0,0,0
3747,1,1,0,0,3,200,910,5,6,0,30,80,0,0,0
3751,1,0,1,0,3,90,100,1,6,0,30,100,0,0,0
3752,1,1,0,0,3,230,230,2,6,0,0,0,0,0,0
3753,1,1,0,0,2,290,270,3,6,0,10,20,1,2,1
3755,1,0,1,0,3,270,270,1,6,0,0,0,0,0,0
3762,1,1,0,0,2,0,100,1,6,0,0,0,1,1,1
3769,1,0,1,0,0,90,90,3,6,0,0,40,1,1,1
3773,1,1,0,0,3,30,720,2,6,0,0,0,2,3,1
3776,0,1,0,0,2,210,180,1,6,0,20,0,1,10,1
3780,1,1,0,0,3,170,690,3,6,0,140,170,0,0,0
3782,0,0,1,0,3,60,70,2,6,0,10,60,1,2,1
3790,0,1,0,0,3,100,580,3,6,0,40,0,0,0,0
3797,1,0,1,0,3,0,920,2,6,0,0,0,0,0,0
3798,1,0,1,0,2,320,460,3,3,0,230,100,0,0,0
3814,1,1,0,0,3,50,30,2,6,0,10,0,0,0,0
3815,0,0,1,1,2,0,40,1,6,0,0,0,0,0,0
3818,1,1,0,0,2,0,860,1,6,0,0,0,1,1,1
3824,0,1,0,0,3,20,20,1,6,0,20,0,1,2,1
3836,0,0,1,0,2,130,30,1,6,0,130,0,1,2,1
3851,0,0,1,0,1,160,160,2,5,0,0,120,1,1,1
3852,0,1,0,0,1,50,50,1,6,0,30,50,0,0,0
3854,1,0,1,0,2,80,120,3,6,0,60,40,0,0,0
3858,1,1,0,0,2,140,140,2,6,0,0,0,1,1,1
3868,0,1,0,0,2,10,20,4,6,0,10,10,0,0,0
3884,0,0,1,1,2,20,20,2,6,0,10,20,1,2,1
3890,1,0,1,0,1,70,70,2,6,0,70,20,0,0,0
3892,1,1,0,0,3,80,80,3,6,0,40,70,0,0,0
3910,0,1,0,0,2,30,30,2,6,0,10,10,1,2,1
3920,0,0,1,0,3,80,0,0,6,0,80,0,0,0,0
3936,1,1,0,0,3,50,0,0,6,0,50,0,0,0,0
3943,1,1,0,0,3,190,320,3,6,0,10,190,0,0,0
3944,1,0,0,0,1,70,130,2,6,0,20,0,0,0,0
3946,1,1,0,0,3,100,100,2,6,0,10,0,0,0,0
3949,1,1,0,0,2,30,30,0,6,0,30,30,0,0,0
3959,1,0,1,1,1,20,20,1,6,0,20,0,1,2,1
3962,0,1,0,0,2,50,50,1,6,0,0,0,1,1,1
3981,1,0,1,0,1,20,50,1,6,0,0,50,0,0,0
3982,1,0,1,0,3,80,80,1,6,0,70,80,0,0,0
3988,1,0,1,0,1,50,50,3,6,0,30,40,0,0,0
4001,0,1,0,0,3,50,30,1,6,0,50,0,0,0,0
4007,1,0,1,1,1,80,80,1,6,0,0,0,1,1,1
4012,1,0,1,0,3,120,520,3,6,0,100,70,0,0,0
4023,1,0,1,0,3,210,210,1,6,0,160,80,0,0,0
4024,1,1,0,1,2,170,140,1,6,0,0,0,1,1,1
4029,0,1,0,0,3,20,20,1,6,0,10,10,0,0,0
4031,1,0,1,0,3,30,40,4,6,0,0,30,1,1,1
4043,0,1,0,0,2,80,20,1,6,0,80,0,0,0,0
4049,1,1,0,0,2,90,90,1,6,0,50,90,0,0,0
4050,1,0,1,0,1,270,270,3,6,0,30,80,0,0,0
4054,1,0,1,1,2,20,20,1,6,0,10,10,0,0,0
4065,1,0,1,0,1,30,30,2,6,0,10,30,2,4,1
4078,1,1,0,0,2,30,30,2,6,0,30,10,0,0,0
4079,1,1,0,0,2,270,490,5,6,0,210,20,0,0,0
4083,1,1,0,0,3,160,160,2,6,0,0,0,1,1,1
4096,1,1,0,0,2,20,40,1,6,0,20,20,1,1,1
4100,0,0,1,0,3,200,200,2,6,0,30,10,0,0,0
4109,1,0,1,0,3,40,40,2,6,0,10,0,0,0,0
4111,1,1,0,0,2,100,100,2,6,0,0,0,1,1,1
4117,1,1,0,0,2,190,190,3,6,0,60,100,0,0,0
4122,1,0,1,0,3,180,180,2,6,0,30,50,0,0,0
4129,1,1,0,0,3,230,230,2,6,0,90,90,1,2,1
4144,0,0,1,0,3,50,830,4,6,0,20,40,1,2,1
4158,1,0,1,0,3,70,70,2,6,0,20,70,0,0,0
4161,0,1,0,0,2,210,120,1,6,0,80,0,1,7,1
4162,0,1,0,0,2,10,10,0,6,0,10,10,0,0,0
4185,1,0,1,0,3,20,20,1,6,0,0,0,1,1,1
4200,1,1,0,0,1,30,30,2,6,0,0,30,1,1,1
4202,1,0,1,0,3,60,40,1,6,0,30,30,1,2,1
4204,1,0,1,1,2,130,130,1,6,0,10,0,0,0,0
4206,1,1,0,0,2,80,40,1,6,0,80,0,0,0,0
4216,1,0,1,1,2,70,60,1,6,0,70,40,1,2,1
4218,1,1,0,0,3,170,170,4,6,0,80,110,0,0,0
4224,0,1,0,0,3,70,60,2,6,0,70,0,1,2,1
4225,1,1,0,0,2,20,30,2,6,0,10,10,0,0,0
4227,1,0,1,0,2,300,270,2,6,0,40,40,0,0,0
4229,0,1,0,0,2,80,60,0,6,0,70,60,1,2,1
4230,1,1,0,0,1,20,40,3,6,0,0,0,0,0,0
4231,1,1,0,0,2,100,100,2,6,0,0,100,0,0,0
4239,0,1,0,0,1,110,110,2,6,0,60,0,0,0,0
4242,1,1,0,0,2,40,40,1,6,0,40,40,0,0,0
4250,1,1,0,0,3,10,10,0,6,0,10,10,0,0,0
4273,0,1,0,0,3,30,40,1,6,0,10,10,0,0,0
4277,0,0,1,0,3,80,80,1,6,0,30,80,0,0,0
4281,1,0,1,0,3,10,10,0,6,0,10,10,0,0,0
4291,1,0,1,0,3,230,230,1,6,0,10,10,0,0,0
4298,1,0,1,1,3,260,280,2,6,0,30,0,0,0,0
4305,1,1,0,0,1,50,10,1,6,0,50,0,0,0,0
4309,1,0,1,0,3,30,30,1,6,0,10,30,0,0,0
4310,1,1,0,0,2,80,60,2,6,0,80,0,0,0,0
4311,1,0,1,0,3,150,150,2,6,0,10,10,0,0,0
4327,1,1,0,0,2,30,30,1,6,0,30,30,0,0,0
4335,1,1,0,0,1,20,20,1,6,0,10,10,0,0,0
4338,1,1,0,0,2,120,70,1,6,0,100,0,1,5,1
4346,1,1,0,0,1,160,140,1,6,0,30,140,1,2,1
4347,1,1,0,0,2,110,110,2,6,0,0,0,2,5,1
4348,1,1,0,0,3,20,20,1,6,0,20,10,0,0,0
4350,0,0,1,0,3,10,10,0,6,0,10,10,0,0,0
4358,0,0,1,0,3,20,20,1,6,0,0,0,1,1,1
4359,1,0,1,0,2,60,60,2,6,0,10,10,0,0,0
4363,1,0,1,0,2,130,130,2,6,0,50,0,0,0,0
4368,0,1,0,1,3,20,20,0,6,0,20,20,0,0,0
4370,1,0,1,0,0,60,30,3,6,0,60,0,0,0,0
4381,1,1,0,0,2,230,210,1,4,0,80,30,0,0,0
4395,1,0,1,1,3,40,30,2,6,0,40,0,0,0,0
4396,1,0,1,0,3,170,160,2,6,0,10,160,1,2,1
4409,1,1,0,0,2,220,180,3,3,0,0,150,1,1,1
4415,1,1,0,0,2,20,20,1,6,0,10,10,0,0,0
4434,1,0,1,0,2,20,20,1,6,0,10,10,0,0,0
4442,0,1,0,0,3,0,100,1,6,0,0,0,1,1,1
4448,0,0,1,0,1,20,20,3,6,0,20,0,0,0,0
4453,1,1,0,0,1,40,10,0,6,0,40,10,0,0,0
4456,0,0,1,0,3,10,10,1,6,0,0,0,1,1,1
4457,1,1,0,0,2,60,30,2,6,0,20,30,0,0,0
4473,1,0,1,0,3,240,240,3,6,0,0,120,1,1,1
4480,1,1,0,0,3,30,60,4,6,0,0,0,2,5,1
4483,1,0,1,0,3,60,60,2,6,0,50,10,0,0,0
4493,1,0,1,0,3,50,50,2,6,0,0,0,1,1,1
4497,0,1,0,0,3,50,50,2,6,0,0,0,1,1,1
4503,1,0,1,0,2,110,110,1,6,0,40,10,0,0,0
4508,1,1,0,1,2,20,20,1,6,0,20,10,0,0,0
4510,1,0,1,0,2,40,40,1,6,0,40,40,0,0,0
4517,0,0,1,0,3,150,150,1,6,0,10,10,0,0,0
4520,1,0,1,0,3,30,30,2,6,0,0,0,0,0,0
4523,1,1,0,0,3,40,170,2,6,0,30,30,0,0,0
4538,1,0,1,0,3,10,10,0,6,0,10,10,0,0,0
4541,1,1,0,0,3,50,860,2,6,0,50,40,0,0,0
4576,1,0,1,0,3,10,10,2,6,0,0,10,1,1,1
4577,1,1,0,0,3,10,20,3,6,0,10,20,0,0,0
4581,0,1,0,0,3,30,90,2,6,0,30,20,0,0,0
4590,0,1,0,0,3,10,10,1,6,0,0,10,1,1,1
4591,1,0,1,0,3,30,40,2,6,0,10,10,0,0,0
4596,0,0,1,0,3,10,10,0,6,0,10,10,0,0,0
4620,1,0,1,0,3,170,170,3,6,0,20,0,0,0,0
4624,1,1,0,0,2,220,230,3,6,0,60,40,0,0,0
4636,0,1,0,0,1,100,40,2,6,0,100,10,0,0,0
4650,1,1,0,0,2,70,80,2,6,0,50,30,0,0,0
4685,1,0,1,0,3,250,260,2,6,0,90,120,0,0,0
4687,1,0,1,0,3,190,190,3,6,0,80,80,0,0,0
4691,1,0,1,0,3,50,0,0,6,0,50,0,0,0,0
4702,0,1,0,0,1,10,220,3,6,0,0,10,1,1,1
4705,1,0,0,0,2,100,120,1,6,0,0,0,1,1,1
4706,1,1,0,0,2,20,40,2,6,0,20,20,0,0,0
4727,0,0,1,0,1,60,60,0,6,0,60,60,0,0,0
4731,1,0,1,0,1,60,60,2,6,0,60,0,1,2,1
4739,1,0,1,0,2,0,260,1,6,0,0,0,1,1,1
4747,1,1,0,0,2,60,60,1,6,0,0,0,1,1,1
4749,1,1,0,0,2,150,150,3,6,0,60,60,0,0,0
4757,0,1,0,0,2,30,30,2,6,0,10,10,0,0,0
4760,1,1,0,0,2,70,100,2,6,0,0,100,1,1,1
4770,1,0,1,0,2,50,50,1,6,0,0,0,1,1,1
4778,1,0,1,0,2,270,270,2,6,0,0,100,1,1,1
4783,1,0,1,0,2,200,180,2,6,0,0,50,1,1,1
4839,1,1,0,0,2,120,120,1,6,0,10,10,0,0,0
4845,0,0,1,0,2,90,50,2,6,0,90,20,0,0,0
4849,1,0,1,0,3,10,90,1,6,0,10,0,0,0,0
4851,0,1,0,0,3,60,60,2,6,0,0,50,2,5,1
4886,1,0,1,0,3,290,610,4,6,0,50,290,0,0,0
4894,1,1,0,0,2,10,20,2,6,0,0,10,1,1,1
4900,0,0,1,0,3,180,180,3,6,0,0,0,1,1,1
4905,1,1,0,0,3,30,200,2,6,0,0,0,0,0,0
4907,1,1,0,0,2,40,40,2,6,0,10,30,0,0,0
4910,1,0,1,0,3,30,30,2,6,0,20,10,1,2,1
4912,1,1,0,0,1,10,10,0,6,0,10,10,0,0,0
4922,1,0,1,0,3,60,60,1,6,0,40,10,0,0,0
4926,1,0,1,0,3,110,110,3,6,0,0,100,2,5,1
4927,0,0,1,0,2,10,10,0,6,0,10,10,0,0,0
4928,1,1,0,0,3,30,80,3,6,0,10,20,2,6,1
4936,1,0,1,1,3,20,20,1,6,0,10,10,0,0,0
4942,1,0,1,0,3,50,220,3,6,0,30,20,0,0,0
4948,1,0,1,1,3,70,70,3,6,0,10,0,0,0,0
4952,0,0,1,0,1,80,0,0,6,0,80,0,0,0,0
4954,1,0,1,0,3,230,560,4,6,0,30,90,0,0,0
4962,1,0,1,0,3,20,20,1,6,0,10,10,0,0,0
4971,1,1,0,0,2,100,80,2,6,0,100,80,0,0,0
4981,0,1,0,0,1,80,80,0,6,0,80,80,1,8,1
4986,1,0,1,0,2,290,290,3,6,0,0,0,0,0,0
4999,1,0,1,0,3,40,30,2,6,0,40,0,0,0,0
5000,1,1,0,0,1,10,10,1,6,0,0,0,1,1,1
5002,1,0,1,0,3,10,910,3,6,0,0,10,1,1,1
5006,1,0,1,0,3,20,20,3,6,0,10,10,0,0,0
5015,1,0,1,1,3,80,250,2,6,0,0,0,1,1,1
5022,1,0,1,0,3,100,100,4,6,0,0,60,1,2,1
5023,1,1,0,0,2,10,10,0,6,0,10,10,0,0,0
5027,1,0,1,0,3,0,620,1,6,0,0,0,0,0,0
5039,0,0,1,0,1,90,100,3,6,0,0,0,1,1,1
5040,0,0,1,0,3,60,60,2,6,0,10,60,0,0,0
5054,1,0,1,0,2,190,190,2,6,0,0,0,1,1,1
5055,1,0,1,0,3,50,90,4,6,0,10,20,0,0,0
5059,1,1,0,1,2,20,20,0,6,0,20,20,0,0,0
5065,1,1,0,0,3,30,30,1,6,0,0,0,1,1,1
5071,0,0,1,0,2,30,60,2,6,0,0,0,1,1,1
5081,1,1,0,0,2,30,30,3,6,0,20,0,0,0,0
5083,1,1,0,0,2,200,200,2,6,0,20,30,0,0,0
5100,1,1,0,0,3,60,50,3,6,0,60,0,0,0,0
5101,0,1,0,0,2,140,170,2,6,0,140,130,0,0,0
5117,0,0,1,0,3,70,880,2,6,0,0,70,0,0,0
5121,0,1,0,0,3,10,10,2,6,0,10,0,1,2,1
5123,0,1,0,0,3,100,100,1,6,0,0,0,1,1,1
5125,0,0,1,0,2,30,70,3,6,0,0,30,1,1,1
5127,1,1,0,0,1,90,70,2,6,0,90,70,0,0,0
5131,1,0,1,0,2,260,480,3,6,0,260,90,0,0,0
5132,1,0,1,0,3,140,170,2,6,0,130,120,0,0,0
5143,1,0,1,0,3,20,20,1,6,0,20,0,1,2,1
5145,1,0,1,0,1,210,210,2,6,0,0,0,1,1,1
5149,0,0,1,0,1,210,210,1,5,0,0,0,1,1,1
5155,1,0,1,0,2,30,30,1,6,0,10,10,1,2,1
5162,1,0,1,0,3,160,160,4,6,0,10,90,0,0,0
5172,1,1,0,0,2,170,310,3,6,0,0,20,1,1,1
5190,1,0,1,0,2,100,60,2,6,0,0,0,2,3,1
5191,0,1,0,0,2,20,40,2,6,0,10,10,0,0,0
5192,1,1,0,0,3,130,0,0,6,0,130,0,0,0,0
5205,1,1,0,0,1,120,120,2,6,0,0,60,0,0,0
5209,1,1,0,0,2,30,30,1,6,0,20,30,0,0,0
5212,1,0,1,0,3,250,250,1,6,0,0,0,1,1,1
5213,1,1,0,0,2,180,180,3,6,0,10,180,0,0,0
5246,1,0,1,0,3,90,80,3,6,0,90,50,0,0,0
5253,1,1,0,0,3,10,10,0,6,0,10,10,0,0,0
5257,1,0,1,0,1,140,140,3,6,0,20,120,0,0,0
5258,1,0,1,0,3,10,10,0,6,0,10,10,0,0,0
5267,1,1,0,0,2,50,50,1,6,0,20,20,0,0,0
5283,1,1,0,0,2,30,30,1,6,0,20,20,0,0,0
5284,0,1,0,0,2,20,30,1,6,0,20,0,1,17,1
5288,1,1,0,0,2,250,250,3,6,0,0,0,1,1,1
5301,1,0,1,0,2,30,30,3,6,0,10,10,0,0,0
5320,1,0,1,0,2,80,80,2,6,0,30,80,0,0,0
5324,1,1,0,0,2,110,0,0,6,0,110,0,0,0,0
5325,1,1,0,0,3,80,80,2,6,0,20,0,0,0,0
5326,1,0,1,0,3,250,250,2,6,0,120,90,0,0,0
5328,1,0,1,0,3,80,80,2,6,0,20,80,0,0,0
5341,1,1,0,0,1,30,30,3,6,0,20,0,2,6,1
5353,1,1,0,0,2,140,140,2,6,0,0,140,1,1,1
5356,1,1,0,0,3,60,60,1,6,0,60,30,0,0,0
5357,1,0,1,0,3,130,150,3,6,0,60,60,0,0,0
5381,0,0,1,1,3,90,90,2,6,0,10,0,0,0,0
5393,1,0,1,1,3,230,230,2,5,0,20,10,0,0,0
5410,1,1,0,0,2,80,80,1,6,0,20,80,0,0,0
5425,0,1,0,0,3,170,210,4,6,0,0,10,1,1,1
5436,1,1,0,0,3,170,170,3,6,0,0,0,1,1,1
5450,1,0,1,0,2,50,40,1,6,0,50,40,0,0,0
5452,0,1,0,0,2,190,210,1,6,0,80,70,0,0,0
5464,1,0,1,0,1,30,60,3,6,0,0,0,1,1,1
5469,1,1,0,0,1,30,30,1,6,0,30,30,1,2,1
5471,0,0,1,0,3,100,50,1,6,0,80,40,0,0,0
5485,0,0,1,0,1,40,30,1,6,0,10,0,1,13,1
5488,1,0,1,1,1,40,40,1,6,0,10,10,0,0,0
5492,1,0,1,0,3,70,90,3,6,0,0,0,1,1,1
5501,0,1,0,0,2,80,80,3,6,0,0,10,2,3,1
5510,1,0,1,0,3,160,160,5,6,0,50,80,0,0,0
5512,0,1,0,0,1,80,0,0,6,0,80,0,1,10,1
5531,1,0,1,0,2,230,280,2,6,0,0,0,1,1,1
5534,0,0,1,0,2,80,80,1,6,0,60,80,0,0,0
5538,0,0,1,0,1,90,20,2,6,0,90,0,0,0,0
5543,1,0,1,1,1,30,40,1,6,0,0,40,1,1,1
5544,1,0,1,0,3,200,190,1,6,0,0,0,1,1,1
5547,1,1,0,0,2,80,60,1,6,0,80,60,0,0,0
5553,1,1,0,0,2,100,100,3,6,0,0,0,1,1,1
5554,1,0,1,0,3,100,100,1,6,0,60,60,0,0,0
5567,1,0,1,0,1,70,50,1,6,0,70,30,0,0,0
5576,0,0,1,0,2,110,0,0,6,0,110,0,0,0,0
5584,1,1,0,0,2,170,170,3,6,0,0,0,1,1,1
5587,0,1,0,0,1,70,70,1,6,0,10,10,0,0,0
5590,1,1,0,0,3,70,70,4,6,0,10,70,0,0,0
5593,1,0,1,0,3,40,20,0,6,0,40,20,0,0,0
5594,1,0,1,1,2,20,20,2,6,0,0,20,1,1,1
5598,1,0,1,0,3,90,70,2,6,0,90,70,0,0,0
5599,1,1,0,0,1,30,30,1,6,0,10,0,0,0,0
5606,1,1,0,0,1,20,40,2,6,0,10,0,0,0,0
5608,1,0,1,0,3,10,10,1,6,0,0,0,0,0,0
5612,1,1,0,0,3,60,60,2,6,0,50,20,0,0,0
5626,0,1,0,0,2,110,20,0,6,0,110,0,1,6,1
5629,1,1,0,0,3,10,10,0,6,0,10,10,0,0,0
5636,1,0,1,0,2,50,50,2,6,0,50,30,0,0,0
5645,0,1,0,0,2,20,20,1,6,0,10,10,0,0,0
5650,1,0,1,0,2,20,20,2,6,0,0,0,2,5,1
5651,1,0,1,0,2,130,130,1,5,0,10,0,2,4,1
5660,1,0,1,1,2,50,90,4,6,0,0,90,1,1,1
5664,1,0,1,0,3,10,120,2,6,0,0,0,1,1,1
5675,1,0,1,0,2,60,60,3,6,0,0,50,1,1,1
5689,1,0,1,0,2,20,20,3,6,0,0,20,0,0,0
5690,0,0,1,0,3,230,230,2,6,0,20,10,0,0,0
5692,0,0,1,0,3,90,60,1,6,0,90,0,1,2,1
5694,0,1,0,0,3,110,110,2,6,0,30,0,0,0,0
5700,0,1,0,0,3,80,0,0,6,0,80,0,0,0,0
5702,1,0,1,0,3,20,20,2,6,0,0,10,0,0,0
5703,1,1,0,0,2,110,40,2,6,0,110,20,0,0,0
5714,0,0,1,0,3,210,210,2,6,0,0,0,1,1,1
5715,1,0,1,0,2,160,520,3,6,0,50,40,0,0,0
5717,1,0,1,0,3,50,90,3,6,0,40,20,2,4,1
5720,1,0,1,0,1,80,0,0,6,0,80,0,1,4,1
5731,1,0,1,0,3,150,150,1,6,0,0,0,1,4,1
5737,1,0,1,0,3,140,140,3,6,0,50,10,0,0,0
