,NoDefaultNextMonth,Married,Single,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments
5038,0,0,1,0,3,260,180,2,2,0,230,90,0,0,0
5058,1,1,0,0,3,310,190,1,6,0,310,60,0,0,0
5068,0,1,0,0,2,170,170,2,6,0,150,0,1,2,1
5069,1,1,0,0,2,140,140,4,6,0,120,20,0,0,0
5074,1,1,0,0,2,230,30,2,6,0,230,30,0,0,0
5082,1,1,0,0,1,120,120,2,6,0,120,50,0,0,0
5086,1,0,1,1,2,310,190,2,6,0,130,190,0,0,0
5109,1,0,1,0,2,260,60,1,6,0,260,10,0,0,0
5130,1,1,0,0,1,110,180,3,6,0,110,0,1,2,1
5144,0,0,1,1,3,110,110,1,6,0,90,110,0,0,0
5148,0,0,1,0,1,220,30,0,6,0,220,0,1,3,1
5150,0,1,0,0,2,250,40,0,0,0,170,40,1,5,1
5156,1,0,1,0,3,150,130,1,6,0,150,60,0,0,0
5165,1,1,0,0,1,160,160,1,6,0,120,160,0,0,0
5166,1,1,0,0,3,260,10,1,6,0,260,0,0,0,0
5215,1,0,1,0,3,330,150,3,6,0,330,80,0,0,0
5234,1,0,1,0,3,260,260,2,6,0,220,150,0,0,0
5242,0,0,1,0,2,200,80,0,0,0,150,0,1,11,1
5245,1,1,0,0,2,190,0,0,6,0,190,0,0,0,0
5250,1,0,1,0,2,280,40,0,0,0,200,40,0,0,0
5252,1,0,1,0,3,190,190,3,6,0,130,130,0,0,0
5266,1,1,0,0,3,290,290,0,6,0,290,290,0,0,0
5274,0,0,1,1,3,310,20,1,5,0,310,0,0,0,0
5280,1,0,0,0,2,410,180,1,3,2,260,30,0,0,0
5302,1,0,1,0,2,280,170,3,6,0,30,60,1,2,1
5329,1,0,1,0,2,240,240,3,6,0,190,230,0,0,0
5331,1,0,0,0,2,370,50,0,0,0,260,50,1,2,1
5343,1,0,1,0,1,310,90,0,0,6,310,90,1,2,1
5352,1,1,0,0,2,240,40,2,6,0,240,10,1,7,1
5371,0,1,0,0,1,280,60,0,0,4,220,0,1,12,1
5385,1,1,0,0,2,230,230,2,6,0,30,230,1,2,1
5388,0,0,1,1,1,300,50,0,6,0,220,50,0,0,0
5396,1,1,0,0,1,90,400,3,6,0,80,400,0,0,0
5405,1,0,1,0,1,340,150,1,6,0,90,150,1,2,1
5415,1,0,1,0,2,130,110,2,6,0,130,80,0,0,0
5423,1,0,1,0,3,180,180,3,6,0,120,10,0,0,0
5463,1,0,1,0,2,260,50,0,3,0,140,50,1,4,1
5465,1,0,1,0,2,230,230,5,6,0,0,230,1,1,1
5476,1,1,0,0,2,210,50,0,0,0,140,0,1,4,1
5482,1,1,0,0,2,220,30,0,5,0,220,30,0,0,0
5495,1,0,1,0,3,340,70,0,6,0,330,70,2,4,1
5513,1,0,1,0,3,150,120,2,6,0,150,0,0,0,0
5519,1,1,0,0,2,150,60,0,6,0,150,30,0,0,0
5524,1,0,1,0,3,200,150,1,6,0,200,150,0,0,0
5536,1,0,1,1,2,310,60,0,1,0,180,50,2,4,1
5552,1,0,1,0,2,310,140,1,1,2,0,140,1,1,1
5562,1,0,1,0,3,190,70,1,6,0,190,20,0,0,0
5565,1,1,0,0,3,270,100,0,6,0,270,100,0,0,0
5613,1,1,0,0,1,130,130,2,6,0,90,10,0,0,0
5646,1,0,1,0,2,250,40,0,6,0,250,40,0,0,0
5653,1,0,1,0,3,210,60,0,6,0,200,60,0,0,0
5659,1,1,0,1,2,220,210,1,6,0,220,60,0,0,0
5676,1,0,1,0,2,260,0,0,6,0,260,0,0,0,0
5693,1,0,1,0,1,140,30,0,6,0,70,30,0,0,0
5697,0,0,1,0,3,180,220,3,6,0,80,0,1,3,1
5704,0,0,1,0,3,90,80,2,6,0,90,0,0,0,0
5705,0,0,1,0,3,290,290,3,6,0,260,290,0,0,0
5743,1,0,1,1,3,320,70,1,2,0,250,70,1,2,1
5747,1,1,0,0,0,90,170,2,6,0,0,170,0,0,0
5748,1,0,1,0,3,190,110,3,6,0,190,50,0,0,0
5749,1,0,1,0,3,290,100,2,6,0,290,0,1,2,1
5752,1,1,0,0,1,310,50,0,6,0,220,40,0,0,0
5761,1,1,0,0,3,190,160,1,6,0,190,0,1,3,1
5770,0,1,0,0,2,160,60,0,6,0,90,60,1,5,1
5783,1,0,1,1,1,190,160,1,2,0,190,160,0,0,0
5814,1,0,1,0,1,100,190,2,5,0,100,10,0,0,0
5815,0,1,0,1,3,280,100,2,5,0,280,80,0,0,0
5819,0,0,1,1,2,250,110,3,3,0,190,70,1,8,1
5826,0,0,1,1,2,250,60,0,0,1,70,30,0,0,0
5829,1,0,1,1,3,320,40,0,0,6,290,40,0,0,0
5862,1,0,1,0,2,330,170,0,6,0,330,60,0,0,0
5886,1,0,1,1,2,260,60,0,0,0,140,60,1,9,1
5900,0,1,0,0,2,200,30,0,6,0,180,30,0,0,0
5919,1,0,1,0,3,190,190,1,6,0,190,190,0,0,0
5923,1,0,1,0,3,190,0,0,6,0,190,0,0,0,0
5925,1,1,0,0,2,150,150,3,6,0,50,10,0,0,0
5935,1,1,0,0,2,160,70,0,6,0,150,30,0,0,0
5936,1,0,1,0,1,320,320,1,6,0,140,120,0,0,0
5951,1,1,0,0,3,170,0,0,6,0,170,0,0,0,0
5952,1,1,0,0,3,340,70,2,6,0,340,0,0,0,0
5976,1,1,0,0,2,140,140,1,6,0,60,20,0,0,0
5982,0,0,1,0,2,290,120,1,1,1,230,70,1,2,1
6001,1,0,1,0,3,190,80,2,6,0,190,50,0,0,0
6016,1,1,0,0,2,300,50,1,4,0,260,50,0,0,0
6036,1,1,0,0,1,160,150,2,6,0,160,150,0,0,0
6051,0,1,0,0,2,150,150,2,6,0,70,150,0,0,0
6066,1,1,0,0,3,210,210,2,6,0,10,210,1,2,1
6133,1,0,1,0,3,370,370,3,6,0,100,280,0,0,0
6171,1,1,0,0,2,180,130,1,6,0,180,50,0,0,0
6196,1,0,1,0,3,360,90,1,4,0,360,50,1,5,1
6203,1,0,1,0,3,280,90,0,6,0,230,90,0,0,0
6206,1,1,0,0,3,150,200,3,6,0,110,20,0,0,0
6215,1,1,0,0,2,340,80,1,6,0,340,30,1,9,1
6217,1,0,1,0,3,320,70,1,6,0,320,0,1,6,1
6219,1,0,1,0,2,120,70,3,6,0,120,60,0,0,0
6236,1,1,0,0,3,130,120,2,6,0,130,0,0,0,0
6238,0,0,1,0,2,250,60,0,0,1,250,60,0,0,0
6246,1,1,0,0,3,240,290,3,6,0,240,120,0,0,0
6257,1,1,0,0,2,230,60,0,2,0,100,40,1,4,1
6278,1,0,1,0,1,310,60,0,0,0,300,60,1,6,1
6293,1,1,0,0,3,160,160,2,6,0,70,150,1,2,1
6300,1,0,1,1,2,310,50,0,0,0,220,30,1,11,1
6319,1,1,0,0,3,130,80,2,6,0,130,70,0,0,0
6327,0,0,1,1,2,330,80,0,0,0,180,60,1,8,1
6342,1,1,0,0,3,260,260,2,6,0,190,260,0,0,0
6344,0,0,1,0,2,330,60,0,6,0,140,30,1,6,1
6376,1,0,1,0,3,300,10,3,6,0,300,10,0,0,0
6389,1,0,0,0,1,310,40,0,2,4,250,40,0,0,0
6405,1,0,1,0,3,180,180,3,6,0,120,70,1,1,1
6406,0,0,1,0,3,300,300,2,6,0,210,60,0,0,0
6425,1,1,0,0,2,220,210,4,6,0,220,110,0,0,0
6427,1,0,1,1,2,310,60,0,6,0,240,60,0,0,0
6429,0,0,1,1,2,310,40,0,1,5,280,40,0,0,0
6435,1,1,0,0,2,160,80,0,6,0,120,60,1,6,1
6446,1,1,0,0,0,290,130,1,6,0,290,130,0,0,0
6456,1,0,1,0,3,120,90,3,6,0,0,30,1,1,1
6457,1,1,0,0,0,160,0,0,6,0,160,0,0,0,0
6467,1,0,1,0,3,320,320,2,6,0,0,220,1,1,1
6470,1,1,0,0,1,150,90,4,6,0,150,90,1,4,1
6478,0,0,1,0,1,220,80,0,6,0,220,80,1,2,1
6483,0,1,0,0,2,110,250,3,6,0,80,60,0,0,0
6488,1,0,1,0,3,270,170,1,6,0,130,170,0,0,0
6496,1,1,0,0,1,280,40,0,6,0,190,40,0,0,0
6500,0,1,0,0,1,290,80,0,0,5,210,80,2,4,1
6506,1,0,1,0,2,240,40,0,6,0,180,0,2,5,1
6532,1,1,0,0,2,170,170,2,6,0,80,0,0,0,0
6535,1,1,0,0,2,180,60,0,6,0,110,30,0,0,0
6549,1,0,1,1,3,370,80,0,0,0,170,40,0,0,0
6552,0,0,1,0,1,300,60,0,6,0,60,50,0,0,0
6558,1,0,1,0,1,210,210,3,6,0,50,210,0,0,0
6573,1,1,0,0,2,300,260,1,6,0,300,260,0,0,0
6600,1,0,1,1,2,260,40,0,0,0,240,0,1,13,1
6608,1,0,1,1,2,310,50,0,0,4,180,40,1,2,1
6613,1,0,1,0,2,330,40,0,0,0,220,30,0,0,0
6625,1,0,1,0,3,240,90,0,6,0,90,60,1,2,1
6631,1,0,1,0,3,240,240,3,6,0,140,210,0,0,0
6634,1,0,1,0,2,240,40,0,1,0,240,40,0,0,0
6648,1,1,0,0,3,250,250,3,6,0,100,250,0,0,0
6659,1,0,1,0,2,230,30,0,1,0,210,30,1,5,1
6660,1,1,0,0,2,240,80,1,6,0,120,40,0,0,0
6664,1,0,1,0,3,350,350,2,6,0,30,350,0,0,0
6679,1,0,1,0,3,170,170,1,6,0,130,0,1,3,1
6683,0,1,0,0,3,320,150,1,0,5,140,150,2,4,1
6694,1,0,1,1,2,280,40,0,6,0,210,40,0,0,0
6711,1,0,1,1,2,190,40,0,6,0,190,30,0,0,0
6719,0,0,1,0,2,350,310,1,6,0,350,300,0,0,0
6725,0,1,0,0,3,190,80,1,6,0,70,80,1,6,1
6739,1,0,1,0,2,310,40,0,0,6,290,40,0,0,0
6744,0,0,1,1,2,280,50,0,0,3,240,50,2,4,1
6747,1,1,0,0,3,150,90,2,6,0,150,30,0,0,0
6756,1,1,0,0,2,170,20,1,6,0,170,0,0,0,0
6763,1,1,0,0,1,140,140,4,6,0,80,0,0,0,0
6809,1,1,0,0,3,250,260,3,6,0,70,190,0,0,0
6810,1,0,1,0,3,300,40,0,0,3,240,40,0,0,0
6833,0,1,0,0,2,310,40,0,0,6,300,0,2,6,1
6841,1,1,0,0,2,120,100,2,6,0,120,90,0,0,0
6865,1,1,0,0,2,340,60,0,6,0,180,40,0,0,0
6889,1,0,1,0,3,220,150,3,6,0,220,140,0,0,0
6902,1,0,1,0,2,280,280,3,6,0,120,180,0,0,0
6915,1,0,1,0,2,230,210,1,0,0,230,200,0,0,0
6916,0,0,1,1,3,310,80,0,0,5,210,80,2,8,1
6923,1,1,0,0,3,280,280,5,6,0,110,280,0,0,0
6943,1,0,1,0,2,310,310,3,6,0,100,120,0,0,0
6951,0,0,1,0,2,230,50,0,2,0,160,40,1,5,1
6968,0,0,1,0,2,280,50,0,6,0,190,50,1,2,1
6982,1,0,1,1,3,310,310,1,1,0,240,130,0,0,0
6984,0,0,1,0,1,340,340,1,1,0,190,30,0,0,0
6986,1,0,1,0,3,100,90,1,6,0,100,40,1,2,1
6990,1,0,1,0,1,270,50,0,0,0,160,50,1,6,1
7009,1,1,0,0,2,280,40,0,0,4,210,40,0,0,0
7038,1,1,0,0,2,260,260,3,6,0,0,260,1,1,1
7049,1,1,0,0,2,250,250,2,6,0,80,250,0,0,0
7065,1,0,1,0,3,350,60,0,6,0,250,60,0,0,0
7079,1,1,0,0,1,140,140,2,6,0,70,10,0,0,0
7087,0,0,1,0,3,200,30,2,6,0,200,30,1,2,1
7139,1,1,0,0,1,260,40,0,1,2,240,40,0,0,0
7147,1,1,0,0,2,220,140,1,6,0,110,90,0,0,0
7155,1,0,1,1,2,290,30,0,6,0,290,30,0,0,0
7171,1,1,0,0,1,150,60,1,6,0,150,10,0,0,0
7173,1,1,0,0,3,120,100,1,6,0,120,90,0,0,0
7212,0,1,0,0,2,220,40,0,6,0,140,40,0,0,0
7213,1,0,1,0,3,290,260,1,6,0,290,90,1,6,1
7218,1,0,1,0,3,310,220,2,6,0,0,180,0,0,0
7230,1,1,0,0,2,230,90,1,6,0,230,90,0,0,0
7235,1,0,1,0,2,370,50,0,0,0,270,50,0,0,0
7240,1,1,0,0,3,180,180,2,6,0,90,60,0,0,0
7261,1,0,1,0,3,290,90,0,0,5,180,90,1,7,1
7299,1,1,0,0,1,330,90,0,6,0,310,60,0,0,0
7300,1,0,1,0,3,290,150,1,1,3,290,10,0,0,0
7326,1,1,0,0,2,200,130,3,6,0,200,30,0,0,0
7329,0,0,1,1,3,220,70,0,6,0,190,70,1,4,1
7337,0,1,0,0,3,290,290,4,6,0,30,290,1,2,1
7360,1,1,0,0,2,120,90,3,6,0,10,30,1,2,1
7396,0,1,0,0,2,190,190,2,6,0,80,0,1,2,1
7419,1,0,1,0,3,140,140,2,6,0,90,140,1,2,1
7440,1,0,1,0,2,180,180,2,6,0,70,0,0,0,0
7458,1,1,0,0,2,100,100,1,6,0,80,0,1,3,1
7463,1,0,1,0,1,120,70,2,6,0,120,60,0,0,0
7464,1,0,1,0,2,270,130,3,6,0,270,30,0,0,0
7511,1,0,1,0,3,240,240,2,6,0,0,240,0,0,0
7525,1,1,0,0,1,330,90,0,6,0,130,90,1,2,1
7527,1,0,1,0,2,310,50,0,5,0,220,40,1,6,1
7529,1,0,1,0,1,120,210,3,6,0,120,0,0,0,0
7546,1,0,1,0,3,130,130,3,6,0,100,130,1,6,1
7553,1,1,0,0,2,130,30,0,6,0,100,30,0,0,0
7586,1,0,1,0,3,160,120,1,6,0,160,0,0,0,0
7597,0,0,1,1,3,320,320,2,2,0,240,10,0,0,0
7601,1,0,1,0,3,200,200,2,6,0,190,70,0,0,0
7602,0,1,0,0,1,160,30,0,1,0,90,30,0,0,0
7615,1,0,1,1,1,160,30,1,6,0,70,30,0,0,0
7617,0,0,1,1,2,120,70,1,6,0,70,70,1,2,1
7635,1,0,1,1,2,360,50,0,2,0,260,50,1,2,1
7638,1,0,1,0,1,220,30,0,0,0,130,30,1,4,1
7672,0,1,0,0,2,250,120,1,6,0,200,0,1,3,1
7674,1,1,0,0,2,260,260,3,6,0,110,170,0,0,0
7696,0,1,0,0,3,230,230,2,6,0,220,150,0,0,0
7702,1,0,1,0,1,190,190,3,6,0,150,10,0,0,0
7724,0,0,1,1,3,350,90,0,6,0,350,40,1,6,1
7730,1,1,0,0,1,150,150,3,6,0,150,120,0,0,0
7740,1,1,0,0,3,170,150,2,6,0,170,130,0,0,0
7755,1,0,1,0,2,140,110,2,6,0,140,0,2,8,1
7761,1,0,1,0,3,230,200,2,6,0,230,120,0,0,0
7772,1,0,1,0,2,220,40,0,6,0,160,30,0,0,0
7773,1,1,0,0,1,180,180,1,6,0,170,180,0,0,0
7804,1,1,0,0,2,310,310,3,6,0,170,20,0,0,0
7813,1,0,1,0,3,240,240,3,6,0,110,220,0,0,0
7816,1,1,0,0,1,170,60,0,0,0,80,0,2,7,1
7818,1,1,0,0,1,330,330,3,6,0,110,170,0,0,0
7854,1,0,1,0,3,230,180,2,6,0,230,170,0,0,0
7908,1,1,0,0,3,170,170,2,6,0,160,70,0,0,0
7928,0,0,1,0,3,270,160,1,6,0,270,0,0,0,0
7944,0,0,1,0,2,220,40,0,6,0,180,40,2,8,1
7966,1,0,1,1,2,320,320,2,6,0,0,320,1,1,1
7998,1,1,0,0,3,310,320,2,6,0,230,170,0,0,0
8003,1,0,1,0,2,180,180,2,6,0,80,40,0,0,0
8037,1,0,1,0,3,320,320,4,6,0,110,120,0,0,0
8047,1,1,0,0,3,120,190,3,6,0,60,20,0,0,0
8049,1,1,0,0,2,340,340,1,6,0,160,140,0,0,0
8064,1,1,0,0,2,320,60,1,5,0,320,0,0,0,0
8069,1,1,0,0,2,250,250,2,6,0,230,250,0,0,0
8070,1,0,1,0,2,270,270,2,6,0,240,270,0,0,0
8088,1,0,1,0,3,230,230,1,6,0,50,230,0,0,0
8089,0,0,1,1,3,220,120,1,1,0,60,120,1,12,1
8109,0,1,0,0,2,130,240,3,6,0,120,90,0,0,0
8118,0,1,0,0,3,170,150,1,6,0,170,0,1,2,1
8136,1,0,1,0,3,240,240,4,6,0,20,220,0,0,0
8140,1,0,1,0,2,310,40,0,0,5,210,40,0,0,0
8141,1,0,1,0,2,170,310,4,6,0,170,0,0,0,0
8145,1,0,0,0,2,250,50,0,6,0,100,50,0,0,0
8184,1,0,1,0,1,290,320,1,6,0,0,320,2,3,1
8221,0,1,0,0,2,340,60,0,0,6,250,50,1,16,1
8226,1,0,1,0,1,320,310,2,2,3,200,10,1,4,1
8237,1,0,1,0,3,340,60,0,2,0,200,40,1,4,1
8239,1,1,0,0,1,240,160,0,6,0,240,160,0,0,0
8279,1,1,0,0,1,220,170,3,6,0,220,120,0,0,0
8281,1,1,0,0,3,100,80,2,6,0,100,40,0,0,0
8296,1,1,0,0,2,310,40,0,0,6,260,40,0,0,0
8301,1,0,1,0,3,280,380,1,6,0,250,40,0,0,0
8350,1,0,1,1,2,230,40,0,0,0,160,40,0,0,0
8352,1,1,0,0,2,230,250,5,6,0,120,150,0,0,0
8373,1,0,0,0,2,320,40,0,0,0,280,30,1,3,1
8382,1,1,0,0,3,170,20,2,6,0,170,0,1,1,1
8405,1,0,1,1,2,200,180,2,4,0,50,180,0,0,0
8425,1,0,1,0,3,250,100,0,6,0,90,40,1,2,1
8426,1,0,1,1,2,300,80,0,6,0,220,80,0,0,0
8443,1,0,1,1,2,290,40,0,0,6,260,40,1,2,1
8480,1,0,1,0,3,260,50,0,6,0,150,40,0,0,0
8490,1,0,1,1,1,200,70,0,1,0,150,70,1,2,1
8494,1,1,0,0,1,210,30,0,6,0,150,30,2,4,1
8504,1,0,1,1,2,310,90,0,0,3,310,40,0,0,0
8517,1,1,0,0,2,260,320,1,6,0,260,230,0,0,0
8518,1,0,1,1,3,270,270,2,6,0,120,130,0,0,0
8523,0,0,1,0,2,230,30,0,6,0,180,30,1,14,1
8537,0,0,1,0,3,270,40,0,0,0,230,0,1,4,1
8551,1,1,0,0,1,210,210,2,6,0,100,210,0,0,0
8562,0,1,0,0,2,260,30,0,0,1,140,30,0,0,0
8567,0,1,0,0,2,240,40,1,6,0,200,40,0,0,0
8568,1,1,0,0,3,210,210,2,6,0,110,210,0,0,0
8573,0,0,1,0,3,370,60,0,0,0,260,60,1,12,1
8626,1,0,1,1,2,310,40,0,0,6,250,40,1,2,1
8632,1,1,0,0,3,250,80,0,6,0,250,0,1,6,1
8649,0,0,1,1,3,220,50,0,1,0,120,50,1,2,1
8651,1,1,0,0,2,290,90,2,5,0,290,0,0,0,0
8655,1,1,0,0,2,360,150,0,6,0,240,0,1,3,1
8691,1,1,0,0,2,340,350,3,6,0,110,120,0,0,0
8729,1,1,0,0,2,290,40,0,6,0,250,30,0,0,0
8744,1,0,1,0,3,230,240,2,6,0,0,240,1,1,1
8759,1,0,1,1,3,310,100,0,1,0,300,40,0,0,0
8800,0,1,0,0,1,340,60,0,3,0,170,60,0,0,0
8801,0,0,1,0,1,150,130,1,6,0,150,0,1,3,1
8802,1,1,0,0,2,300,30,0,0,6,290,30,1,6,1
8803,1,0,1,0,2,250,70,0,0,1,160,70,1,2,1
8808,0,0,1,0,3,230,40,0,6,0,180,0,2,7,1
8823,1,1,0,0,3,340,340,3,6,0,160,140,0,0,0
8838,1,1,0,0,2,220,220,2,6,0,200,0,1,3,1
8840,1,0,1,0,3,150,150,2,6,0,70,150,0,0,0
8846,0,0,1,1,3,320,60,0,5,0,270,60,1,6,1
8862,1,0,1,1,2,220,90,1,6,0,80,90,0,0,0
8877,0,1,0,0,1,190,30,0,5,0,140,30,1,11,1
8881,1,0,1,0,3,190,150,1,6,0,160,150,1,1,1
8887,1,1,0,0,3,210,130,1,6,0,210,70,1,2,1
8893,1,1,0,0,3,150,200,3,6,0,0,200,1,1,1
8909,1,1,0,0,1,290,210,2,6,0,290,210,0,0,0
8919,0,0,1,1,3,280,30,0,6,0,230,0,1,7,1
8921,1,1,0,0,2,220,220,4,6,0,100,160,0,0,0
8927,1,0,1,0,3,210,210,3,5,0,50,210,0,0,0
8929,0,0,1,0,2,280,80,0,0,5,180,80,1,13,1
8946,1,1,0,0,1,280,30,0,6,0,200,30,0,0,0
8952,1,1,0,0,1,360,360,3,6,0,70,270,0,0,0
8956,1,1,0,0,3,350,350,4,6,0,190,150,0,0,0
8957,1,1,0,0,2,300,300,1,6,0,160,70,0,0,0
8968,1,0,1,1,2,280,90,0,6,0,150,40,0,0,0
8971,0,0,1,1,3,310,60,0,0,0,210,40,1,2,1
8976,1,1,0,0,3,210,210,3,6,0,30,210,1,2,1
8978,1,0,1,0,2,260,150,3,6,0,260,10,0,0,0
8984,0,1,0,0,2,160,60,1,6,0,160,30,2,5,1
9021,1,1,0,0,3,180,200,4,6,0,140,180,0,0,0
9028,1,0,1,1,2,320,90,2,4,0,320,30,1,2,1
9034,1,0,1,0,2,220,80,3,6,0,220,60,1,5,1
9066,1,0,1,0,1,170,170,1,6,0,110,100,1,8,1
9075,0,0,1,0,3,250,180,0,6,0,250,180,0,0,0
9078,0,1,0,0,2,320,40,0,4,2,280,40,0,0,0
9093,0,1,0,0,2,200,30,0,6,0,200,30,1,2,1
9140,1,0,1,0,3,290,250,3,6,0,290,60,0,0,0
9148,0,0,1,0,2,170,50,0,0,0,80,50,1,9,1
9150,1,1,0,0,2,270,210,3,6,0,270,200,0,0,0
9163,1,1,0,0,3,120,90,1,6,0,120,30,1,1,1
9196,0,1,0,0,2,310,120,1,6,0,310,90,0,0,0
9207,1,1,0,0,1,240,200,1,6,0,240,20,0,0,0
9208,1,1,0,0,2,290,90,0,1,0,230,40,0,0,0
9216,0,0,0,0,2,280,280,2,6,0,40,240,0,0,0
9219,1,0,1,0,2,130,130,2,6,0,120,10,0,0,0
9245,1,0,1,0,2,260,280,3,6,0,230,30,0,0,0
9262,1,0,1,0,2,210,50,0,6,0,120,40,0,0,0
9264,1,0,1,0,3,310,80,0,0,6,250,40,1,4,1
9288,0,0,1,0,3,220,60,0,6,0,220,60,0,0,0
9300,0,0,1,0,3,300,260,2,6,0,300,260,0,0,0
9310,0,0,1,0,2,170,90,2,6,0,170,90,0,0,0
9346,0,0,1,1,2,300,40,0,0,5,220,40,0,0,0
9360,1,1,0,0,2,260,120,2,6,0,260,110,0,0,0
9361,1,0,1,0,2,280,90,0,6,0,280,30,1,3,1
9367,1,1,0,0,3,280,180,3,6,0,280,140,0,0,0
9377,0,1,0,0,2,380,150,1,6,0,120,150,0,0,0
9384,1,0,1,0,2,290,30,0,0,6,290,0,1,10,1
9385,0,1,0,0,1,300,250,1,1,5,270,40,1,2,1
9386,1,0,1,0,1,310,310,1,6,0,220,310,0,0,0
9392,1,0,1,0,2,100,100,2,6,0,90,0,1,2,1
9423,1,0,1,0,3,290,210,1,2,0,290,0,0,0,0
9434,1,0,1,1,2,290,310,1,1,5,20,310,0,0,0
9438,1,1,0,0,2,340,340,2,6,0,10,340,1,2,1
9441,1,1,0,0,3,240,70,0,6,0,240,30,0,0,0
9443,1,0,1,0,3,190,170,2,6,0,90,0,0,0,0
9457,0,1,0,0,2,290,250,3,6,0,80,250,2,4,1
9461,1,1,0,0,3,320,190,3,6,0,260,30,0,0,0
9465,1,1,0,0,2,360,90,0,0,0,350,90,1,2,1
9488,0,0,1,0,1,240,40,1,6,0,210,40,0,0,0
9489,1,1,0,0,3,140,60,0,6,0,140,60,0,0,0
9493,0,0,1,0,2,110,190,1,6,0,110,0,0,0,0
9495,1,0,1,0,2,120,120,1,6,0,120,120,0,0,0
9500,1,1,0,0,3,310,120,1,6,0,280,40,0,0,0
9503,1,0,1,0,0,310,120,0,2,4,310,0,1,5,1
9506,1,0,1,1,2,280,40,0,0,0,220,40,0,0,0
9566,0,1,0,0,1,260,40,0,0,2,210,0,1,3,1
9569,1,1,0,0,2,290,40,0,0,0,210,40,1,2,1
9573,1,1,0,0,3,140,140,2,6,0,80,40,1,2,1
9583,0,0,1,1,3,290,50,0,0,0,210,30,1,12,1
9587,1,0,1,0,2,110,110,2,6,0,90,110,1,2,1
9607,1,1,0,0,3,110,110,3,6,0,110,0,1,2,1
9610,1,0,1,0,1,180,180,4,6,0,130,180,0,0,0
9620,1,1,0,0,1,210,210,2,6,0,20,190,0,0,0
9637,1,0,1,1,2,360,70,0,1,0,170,70,1,2,1
9702,1,1,0,0,2,330,40,0,6,0,290,40,0,0,0
9714,1,0,1,1,3,310,70,0,0,4,200,40,2,8,1
9743,1,0,1,1,1,310,250,1,1,5,10,250,0,0,0
9765,1,1,0,0,3,250,250,3,6,0,220,0,0,0,0
9770,0,0,1,0,2,110,130,2,6,0,110,0,1,3,1
9776,1,1,0,0,3,340,340,3,6,0,190,180,0,0,0
9798,0,0,1,1,3,190,60,0,5,0,190,0,1,3,1
9799,0,0,1,1,2,270,270,2,6,0,240,30,0,0,0
9805,1,1,0,0,2,300,120,0,6,0,270,50,0,0,0
9809,1,0,1,0,3,180,120,2,6,0,180,120,0,0,0
9816,1,0,1,0,2,350,410,1,3,0,220,30,1,2,1
9930,1,1,0,0,2,180,180,1,6,0,110,60,0,0,0
9932,0,0,1,1,2,270,50,0,0,0,210,0,1,8,1
9933,0,0,1,0,3,130,130,3,6,0,130,0,0,0,0
9936,1,1,0,0,1,320,50,0,5,0,320,40,0,0,0
9937,1,0,1,0,2,180,130,1,6,0,120,60,1,2,1
9940,0,1,0,0,3,150,80,1,6,0,40,40,1,6,1
9942,1,1,0,0,2,300,60,1,2,1,0,60,1,1,1
9948,0,0,1,0,2,110,130,2,6,0,100,110,0,0,0
9959,1,0,1,0,2,270,90,0,6,0,270,60,0,0,0
9970,0,0,1,0,2,310,90,0,1,0,210,90,0,0,0
9986,1,1,0,0,3,280,280,2,6,0,280,180,0,0,0
9987,1,0,1,0,3,260,50,0,1,2,200,40,0,0,0
9988,1,0,1,0,2,260,50,2,6,0,260,30,0,0,0
9991,0,1,0,0,2,160,0,0,6,0,160,0,1,5,1
9993,0,1,0,0,2,240,170,2,6,0,240,100,0,0,0
9994,0,0,1,0,2,220,30,2,6,0,190,30,0,0,0
10023,1,1,0,0,2,160,10,4,6,0,160,0,1,7,1
10043,1,1,0,0,2,270,40,0,6,0,200,30,0,0,0
10046,0,0,1,0,2,350,60,0,6,0,170,50,0,0,0
10060,1,1,0,0,3,160,0,0,5,0,160,0,0,0,0
10065,0,0,1,0,3,170,30,0,6,0,170,30,0,0,0
10093,1,1,0,0,2,190,160,4,6,0,70,160,1,2,1
10095,1,0,1,0,2,310,70,1,3,0,240,70,2,6,1
10100,1,1,0,0,3,140,140,4,6,0,130,70,0,0,0
10102,0,1,0,0,2,220,80,0,1,0,140,80,2,8,1
10105,1,1,0,1,2,270,30,0,0,5,270,0,1,10,1
10112,1,0,1,0,2,290,90,3,6,0,290,60,0,0,0
10115,0,0,1,1,2,210,50,0,0,0,130,50,1,11,1
10122,1,0,1,1,1,310,100,2,5,0,240,50,0,0,0
10124,1,1,0,0,2,290,70,0,0,0,190,70,1,12,1
10125,1,0,1,0,2,320,60,0,5,0,320,40,0,0,0
10127,0,1,0,0,3,140,80,1,6,0,140,60,0,0,0
10137,1,0,1,0,2,200,100,2,6,0,200,40,0,0,0
10152,1,0,1,0,2,140,140,3,6,0,110,0,0,0,0
10155,0,0,1,1,3,290,50,0,0,4,200,40,1,6,1
10161,1,0,1,1,3,250,150,3,5,0,250,150,0,0,0
